# file...... load_l671_freq.csv
# date...... Thu Nov 10 12:44:04 2016
# user...... jingkungao
# host...... (null)
# target.... load 63
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,GFA_status,measured_frequency,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:08.310000 EST,FALSE,+60.0638818694,-2378.76844682,-316.614430326,+854.292252571,+2534.83042472,+1498.78959437,-1914.46031321
2000-01-01 00:00:08.320000 EST,FALSE,+60.0631633726,-2377.46904546,-326.251724779,+844.01564723,+2538.27176615,+1506.53649421,-1908.37340611
2000-01-01 00:00:08.330000 EST,FALSE,+60.0624551124,-2376.14615844,-335.773054618,+833.843460939,+2541.63259806,+1514.17007534,-1902.32558629
2000-01-01 00:00:08.340000 EST,FALSE,+60.0617568508,-2374.80089811,-345.180104535,+823.77455557,+2544.91486118,+1521.6923804,-1896.31695921
2000-01-01 00:00:08.350000 EST,FALSE,+60.0610683698,-2373.43433813,-354.474543785,+813.807789534,+2548.12044976,+1529.10541853,-1890.34760443
2000-01-01 00:00:08.360000 EST,FALSE,+60.0603894706,-2372.04751414,-363.658025429,+803.942018695,+2551.25121213,+1536.41116527,-1884.41757669
2000-01-01 00:00:08.370000 EST,FALSE,+60.0597199722,-2370.64142457,-372.732185682,+794.176097498,+2554.30895116,+1543.61156235,-1878.52690692
2000-01-01 00:00:08.380000 EST,FALSE,+60.0590597098,-2369.21703188,-381.698643601,+784.508879855,+2557.29542536,+1550.70851793,-1872.67560332
2000-01-01 00:00:08.390000 EST,FALSE,+60.0584085342,-2367.77526378,-390.559000771,+774.939220055,+2560.21235001,+1557.70390722,-1866.8636529
2000-01-01 00:00:08.400000 EST,FALSE,+60.0577663101,-2366.31701467,-399.314841207,+765.465973593,+2563.06139819,+1564.59957281,-1861.09102247
2000-01-01 00:00:08.410000 EST,FALSE,+60.057132915,-2364.84314645,-407.967730976,+756.087998025,+2565.84420188,+1571.39732505,-1855.35765984
2000-01-01 00:00:08.420000 EST,FALSE,+60.0565082378,-2363.35448962,-416.519217925,+746.80415362,+2568.56235242,+1578.09894209,-1849.66349461
2000-01-01 00:00:08.430000 EST,FALSE,+60.0558921777,-2361.85184393,-424.970831284,+737.613304217,+2571.21740151,+1584.70617017,-1844.00843921
2000-01-01 00:00:08.440000 EST,FALSE,+60.0552846425,-2360.33597962,-433.324081625,+728.514317763,+2573.81086202,+1591.22072395,-1838.39238988
2000-01-01 00:00:08.450000 EST,FALSE,+60.0546855479,-2358.8076383,-441.580460599,+719.50606703,+2576.34420897,+1597.64428697,-1832.81522748
2000-01-01 00:00:08.460000 EST,FALSE,+60.054094816,-2357.26753395,-449.741441016,+710.587430227,+2578.81888045,+1603.97851204,-1827.27681863
2000-01-01 00:00:08.470000 EST,FALSE,+60.0535123741,-2355.71635392,-457.808476519,+701.757291394,+2581.23627846,+1610.22502158,-1821.77701632
2000-01-01 00:00:08.480000 EST,FALSE,+60.052938154,-2354.15475959,-465.783001622,+693.014541129,+2583.59776973,+1616.38540797,-1816.31566085
2000-01-01 00:00:08.490000 EST,FALSE,+60.0523720907,-2352.58338733,-473.666431636,+684.358076962,+2585.90468634,+1622.4612339,-1810.89258058
2000-01-01 00:00:08.500000 EST,FALSE,+60.0518141215,-2351.00284929,-481.460162404,+675.786803805,+2588.15832681,+1628.45403274,-1805.50759258
2000-01-01 00:00:08.510000 EST,FALSE,+60.0512641853,-2349.41373425,-489.165570578,+667.299634446,+2590.35995673,+1634.365309,-1800.16050345
2000-01-01 00:00:08.520000 EST,FALSE,+60.0507222215,-2347.81660841,-496.784013482,+658.895489844,+2592.51080959,+1640.19653871,-1794.85111005
2000-01-01 00:00:08.530000 EST,FALSE,+60.0501881699,-2346.21201617,-504.316829118,+650.573299579,+2594.61208766,+1645.94916986,-1789.57920009
2000-01-01 00:00:08.540000 EST,FALSE,+60.0496619693,-2344.60048083,-511.76533622,+642.332002145,+2596.66496256,+1651.62462277,-1784.34455279
2000-01-01 00:00:08.550000 EST,FALSE,+60.0491435575,-2342.98250534,-519.130834261,+634.170545273,+2598.67057617,+1657.2242905,-1779.14693946
2000-01-01 00:00:08.560000 EST,FALSE,+60.0486328707,-2341.35857301,-526.414603565,+626.087886197,+2600.63004117,+1662.7495392,-1773.98612413
2000-01-01 00:00:08.570000 EST,FALSE,+60.048129843,-2339.72914813,-533.617905331,+618.082992006,+2602.54444199,+1668.20170867,-1768.86186401
2000-01-01 00:00:08.580000 EST,FALSE,+60.0476344062,-2338.09467671,-540.741981727,+610.154839685,+2604.41483535,+1673.58211264,-1763.77391024
2000-01-01 00:00:08.590000 EST,FALSE,+60.0471464893,-2336.45558708,-547.788056012,+602.30241659,+2606.24225099,+1678.89203928,-1758.72200812
2000-01-01 00:00:08.600000 EST,FALSE,+60.0466660186,-2334.81229056,-554.757332645,+594.524720427,+2608.02769238,+1684.13275155,-1753.70589783
2000-01-01 00:00:08.610000 EST,FALSE,+60.0461929176,-2333.165182,-561.650997377,+586.820759557,+2609.77213734,+1689.30548761,-1748.72531473
2000-01-01 00:00:08.620000 EST,FALSE,+60.0457271064,-2331.51464036,-568.470217395,+579.189553107,+2611.47653867,+1694.41146133,-1743.77998995
2000-01-01 00:00:08.630000 EST,FALSE,+60.0452685024,-2329.86102935,-575.216141434,+571.630131137,+2613.14182491,+1699.45186255,-1738.86965064
2000-01-01 00:00:08.640000 EST,FALSE,+60.0448170197,-2328.20469794,-581.889899981,+564.14153472,+2614.76890077,+1704.42785762,-1733.99402056
2000-01-01 00:00:08.650000 EST,FALSE,+60.0443725695,-2326.54598087,-588.492605361,+556.722816093,+2616.35864791,+1709.34058975,-1729.15282036
2000-01-01 00:00:08.660000 EST,FALSE,+60.0439350602,-2324.8851992,-595.025351945,+549.373038706,+2617.91192542,+1714.19117942,-1724.34576797
2000-01-01 00:00:08.670000 EST,FALSE,+60.0435043974,-2323.2226608,-601.489216331,+542.091277399,+2619.42957044,+1718.98072476,-1719.57257891
2000-01-01 00:00:08.680000 EST,FALSE,+60.0430804841,-2321.55866079,-607.885257415,+534.8766183,+2620.91239877,+1723.71030201,-1714.83296674
2000-01-01 00:00:08.690000 EST,FALSE,+60.042663221,-2319.89348209,-614.214516703,+527.728159056,+2622.36120534,+1728.38096589,-1710.12664322
2000-01-01 00:00:08.700000 EST,FALSE,+60.0422525066,-2318.22739579,-620.478018419,+520.645008741,+2623.77676483,+1732.99374993,-1705.45331871
2000-01-01 00:00:08.710000 EST,FALSE,+60.0418482375,-2316.56066168,-626.676769675,+513.62628793,+2625.15983217,+1737.54966693,-1700.81270244
2000-01-01 00:00:08.720000 EST,FALSE,+60.0414503085,-2314.89352855,-632.81176075,+506.671128745,+2626.51114302,+1742.04970936,-1696.20450284
2000-01-01 00:00:08.730000 EST,FALSE,+60.0410586132,-2313.22623473,-638.883965157,+499.778674801,+2627.83141434,+1746.4948497,-1691.62842758
2000-01-01 00:00:08.740000 EST,FALSE,+60.0406730438,-2311.55900837,-644.894339992,+492.948081258,+2629.12134485,+1750.88604076,-1687.08418413
2000-01-01 00:00:08.750000 EST,FALSE,+60.0402934918,-2309.89206789,-650.843825992,+486.178514755,+2630.38161551,+1755.22421619,-1682.5714797
2000-01-01 00:00:08.760000 EST,FALSE,+60.0399198479,-2308.22562237,-656.733347841,+479.469153435,+2631.61288999,+1759.51029072,-1678.09002164
2000-01-01 00:00:08.770000 EST,FALSE,+60.0395520026,-2306.55987182,-662.563814323,+472.819186891,+2632.81581514,+1763.74516065,-1673.63951761
2000-01-01 00:00:08.780000 EST,FALSE,+60.039189846,-2304.89500762,-668.336118547,+466.227816122,+2633.99102144,+1767.92970402,-1669.2196757
2000-01-01 00:00:08.790000 EST,FALSE,+60.0388332685,-2303.23121278,-674.051138163,+459.694253476,+2635.13912338,+1772.06478119,-1664.83020471
2000-01-01 00:00:08.800000 EST,FALSE,+60.0384821609,-2301.56866229,-679.709735531,+453.217722673,+2636.26071998,+1776.15123501,-1660.47081425
2000-01-01 00:00:08.810000 EST,FALSE,+60.0381364146,-2299.90752343,-685.312757988,+446.797458631,+2637.35639514,+1780.18989123,-1656.14121492
2000-01-01 00:00:08.820000 EST,FALSE,+60.0377959217,-2298.24795612,-690.861038076,+440.432707514,+2638.42671801,+1784.18155888,-1651.84111856
2000-01-01 00:00:08.830000 EST,FALSE,+60.0374605752,-2296.59011306,-696.355393634,+434.122726593,+2639.47224353,+1788.12703056,-1647.57023819
2000-01-01 00:00:08.840000 EST,FALSE,+60.0371302696,-2294.9341402,-701.79662814,+427.866784152,+2640.49351261,+1792.02708272,-1643.32828834
2000-01-01 00:00:08.850000 EST,FALSE,+60.0368049004,-2293.28017689,-707.185530876,+421.66415948,+2641.49105266,+1795.88247608,-1639.11498505
2000-01-01 00:00:08.860000 EST,FALSE,+60.036484365,-2291.62835613,-712.522877114,+415.514142715,+2642.4653779,+1799.69395591,-1634.93004609
2000-01-01 00:00:08.870000 EST,FALSE,+60.0361685621,-2289.97880493,-717.80942837,+409.416034835,+2643.41698971,+1803.46225229,-1630.77319094
2000-01-01 00:00:08.880000 EST,FALSE,+60.0358573923,-2288.33164438,-723.045932611,+403.369147496,+2644.34637698,+1807.18808055,-1626.64414105
2000-01-01 00:00:08.890000 EST,TRUE,+60.0355507583,-2208.4119649,-571.189637931,+526.686498434,+2532.12013833,+1626.03422647,-1636.25151205
2000-01-01 00:00:08.900000 EST,TRUE,+59.9455832,-2220.20483844,-559.202224195,+545.941592686,+2535.35528231,+1621.38388344,-1653.11522575
2000-01-01 00:00:08.910000 EST,TRUE,+59.9311430459,-2240.5661699,-544.107866328,+572.968098124,+2544.04803356,+1618.31553029,-1679.35146384
2000-01-01 00:00:08.920000 EST,TRUE,+59.9140221593,-2258.98427078,-523.706274332,+604.025793174,+2548.96228898,+1609.67700278,-1706.45748497
2000-01-01 00:00:08.930000 EST,TRUE,+59.8949736208,-2266.53250401,-493.175058665,+638.788934711,+2541.03577747,+1586.8292187,-1728.6483153
2000-01-01 00:00:08.940000 EST,TRUE,+59.8724878316,-2265.25572311,-454.776485283,+676.341771502,+2522.76625475,+1552.76383674,-1746.690477
2000-01-01 00:00:08.950000 EST,TRUE,+59.8474442377,-2264.6414705,-415.599906523,+715.165400572,+2504.52223092,+1518.355844,-1765.76395172
2000-01-01 00:00:08.960000 EST,TRUE,+59.8228071162,-2270.94751386,-379.794608778,+754.646294129,+2492.89405792,+1490.29341204,-1789.53546704
2000-01-01 00:00:08.970000 EST,TRUE,+59.8005669955,-2282.28049809,-345.629608127,+795.34871468,+2485.65541634,+1466.1216563,-1817.12531423
2000-01-01 00:00:08.980000 EST,TRUE,+59.7801879544,-2292.42015172,-308.805697552,+838.036806108,+2476.12824204,+1439.03050565,-1844.97995229
2000-01-01 00:00:08.990000 EST,TRUE,+59.7598332134,-2297.53810663,-267.121562626,+882.817227549,+2460.3712068,+1405.2223519,-1870.70218515
2000-01-01 00:00:09.000000 EST,TRUE,+59.7384775704,-2298.89920542,-221.829843954,+929.203967589,+2439.88294036,+1366.41578021,-1894.83503181
2000-01-01 00:00:09.010000 EST,TRUE,+59.7166846586,-2300.23879706,-175.498829501,+976.69967177,+2418.65288664,+1326.68084353,-1919.51671505
2000-01-01 00:00:09.020000 EST,TRUE,+59.6957598707,-2303.62786081,-129.400367973,+1025.12649681,+2398.82319911,+1288.13281131,-1946.0028613
2000-01-01 00:00:09.030000 EST,TRUE,+59.6764765535,-2307.96549314,-82.9094744441,+1074.48097121,+2379.26041665,+1249.68257505,-1973.5977813
2000-01-01 00:00:09.040000 EST,TRUE,+59.6586221637,-2310.76486639,-34.7935943613,+1124.66689491,+2357.49052067,+1209.04016832,-2000.64926863
2000-01-01 00:00:09.050000 EST,TRUE,+59.6415547798,-2310.7114004,+15.3908203752,+1175.45837578,+2332.28682117,+1165.17941616,-2026.1850127
2000-01-01 00:00:09.060000 EST,TRUE,+59.6249733833,-2308.46095387,+67.0787324271,+1226.65585241,+2304.39189058,+1118.91343422,-2050.524861
2000-01-01 00:00:09.070000 EST,TRUE,+59.6091447406,-2305.44455159,+119.449835535,+1278.17905729,+2275.26574979,+1071.65154715,-2074.5634034
2000-01-01 00:00:09.080000 EST,TRUE,+59.5945468611,-2302.30723547,+172.148776203,+1329.98575934,+2245.55926271,+1024.01325322,-2098.70895822
2000-01-01 00:00:09.090000 EST,TRUE,+59.5814147241,-2298.49283039,+225.340654778,+1381.94591622,+2214.76464668,+975.582395471,-2122.53743018
2000-01-01 00:00:09.100000 EST,TRUE,+59.5696234732,-2293.03554447,+279.285737146,+1433.83666147,+2182.0133441,+925.663855406,-2145.30210518
2000-01-01 00:00:09.110000 EST,TRUE,+59.5589194075,-2285.50700159,+333.983866862,+1485.45468485,+2146.96820334,+874.051085395,-2166.61562451
2000-01-01 00:00:09.120000 EST,TRUE,+59.5491907798,-2276.21945301,+389.181333577,+1536.70492689,+2109.98120405,+821.116126838,-2186.63549694
2000-01-01 00:00:09.130000 EST,TRUE,+59.5405241091,-2265.70993601,+444.601593326,+1587.5676603,+2071.59220169,+767.358119831,-2205.71000591
2000-01-01 00:00:09.140000 EST,TRUE,+59.5330591126,-2254.17202357,+500.110807546,+1637.99365749,+2032.01304563,+712.98567623,-2223.94642893
2000-01-01 00:00:09.150000 EST,TRUE,+59.5268306135,-2241.36231122,+555.694646847,+1687.84795847,+1991.06330308,+657.89353992,-2241.11626246
2000-01-01 00:00:09.160000 EST,TRUE,+59.5217434689,-2226.93211432,+611.339749688,+1736.95418435,+1948.48011671,+601.926044494,-2256.89697939
2000-01-01 00:00:09.170000 EST,TRUE,+59.5176654247,-2210.76472661,+666.964012798,+1785.17908695,+1904.21255665,+545.09932778,-2271.14177824
2000-01-01 00:00:09.180000 EST,TRUE,+59.5145210852,-2193.01271097,+722.439527353,+1832.46574287,+1858.4416489,+487.598371383,-2283.92385409
2000-01-01 00:00:09.190000 EST,TRUE,+59.512303263,-2173.88710988,+777.649788147,+1878.79124879,+1811.39074767,+429.625833678,-2295.37422621
2000-01-01 00:00:09.200000 EST,TRUE,+59.5110163501,-2153.43532792,+832.563085982,+1924.0462865,+1763.41300376,+371.278266524,-2305.4743452
2000-01-01 00:00:09.210000 EST,TRUE,+59.5106561346,-2131.62238507,+887.011032135,+1968.24615556,+1713.97925841,+312.595438436,-2314.19617841
2000-01-01 00:00:09.220000 EST,TRUE,+59.5110793696,-2108.32732495,+940.982287223,+2011.22411424,+1663.2994253,+253.575360857,-2321.37881223
2000-01-01 00:00:09.230000 EST,TRUE,+59.5122246252,-2083.54950984,+994.402833488,+2052.90807434,+1611.41487669,+194.283320162,-2326.98353772
2000-01-01 00:00:09.240000 EST,TRUE,+59.5140243383,-2057.37704535,+1047.19881784,+2093.26346638,+1558.43766039,+134.826656859,-2331.0513294
2000-01-01 00:00:09.250000 EST,TRUE,+59.516435069,-2029.90813138,+1099.3054048,+2132.26789753,+1504.48464838,+75.3095934518,-2333.63649083
2000-01-01 00:00:09.260000 EST,TRUE,+59.5194163087,-2001.18880699,+1150.66446358,+2169.88373582,+1449.62925459,+15.8058413715,-2334.7497258
2000-01-01 00:00:09.270000 EST,TRUE,+59.522913622,-1971.21848462,+1201.21836589,+2206.05555202,+1393.90824551,-43.6332183046,-2334.36019439
2000-01-01 00:00:09.280000 EST,TRUE,+59.5268602612,-1939.99805244,+1250.9094382,+2240.72957525,+1337.35975821,-102.955283179,-2332.43844601
2000-01-01 00:00:09.290000 EST,TRUE,+59.5311904534,-1907.5645216,+1299.68443806,+2273.87146136,+1280.04874064,-162.094758587,-2328.98962851
2000-01-01 00:00:09.300000 EST,TRUE,+59.5358495225,-1873.98503679,+1347.49782333,+2305.46635012,+1222.06084714,-220.97853695,-2324.04965954
2000-01-01 00:00:09.310000 EST,TRUE,+59.540792903,-1839.32745111,+1394.30980481,+2335.50515428,+1163.4799987,-279.538187547,-2317.65790151
2000-01-01 00:00:09.320000 EST,TRUE,+59.5459784861,-1803.64052215,+1440.08205221,+2363.97298509,+1104.37447875,-337.715486223,-2309.83736512
2000-01-01 00:00:09.330000 EST,TRUE,+59.5513612864,-1766.95830855,+1484.77616472,+2390.84974042,+1044.80096859,-395.458971363,-2300.59793906
2000-01-01 00:00:09.340000 EST,TRUE,+59.5568946735,-1729.31736427,+1528.35618458,+2416.11914703,+984.817019654,-452.71807123,-2289.95301297
2000-01-01 00:00:09.350000 EST,TRUE,+59.5625352726,-1690.7673434,+1570.79185217,+2439.7756606,+924.488037232,-509.441015415,-2277.93053528
2000-01-01 00:00:09.360000 EST,TRUE,+59.5682461793,-1651.36736918,+1612.05903315,+2461.82326532,+863.884207386,-565.576945956,-2264.56995772
2000-01-01 00:00:09.370000 EST,TRUE,+59.5739961807,-1611.17553777,+1652.13726359,+2482.26917462,+803.073193544,-621.0786917,-2249.91165662
2000-01-01 00:00:09.380000 EST,TRUE,+59.5797568782,-1570.2428133,+1691.00729255,+2501.11934309,+742.116295748,-675.903461791,-2233.99029444
2000-01-01 00:00:09.390000 EST,TRUE,+59.5855008922,-1528.61523924,+1728.65096647,+2518.37925193,+681.070207866,-730.011704181,-2216.83675103
2000-01-01 00:00:09.400000 EST,FALSE,+59.5912024024,-1656.4176963,+1769.35368816,+2580.57062234,+779.78904126,-695.155317248,-2355.31853632
2000-01-01 00:00:09.410000 EST,FALSE,+59.6823314243,-1609.30462804,+1781.85402796,+2573.35908265,+731.148911215,-729.102201637,-2320.52400024
2000-01-01 00:00:09.420000 EST,FALSE,+59.6985506575,-1564.85215702,+1785.33673405,+2559.23108392,+690.254475033,-753.567473645,-2283.41189384
2000-01-01 00:00:09.430000 EST,FALSE,+59.7185145213,-1545.64817824,+1795.91049158,+2561.18880703,+666.787795046,-772.416131306,-2272.10284377
2000-01-01 00:00:09.440000 EST,FALSE,+59.7456255545,-1547.69755029,+1814.38272718,+2578.31156222,+656.906706654,-788.295663816,-2283.48287202
2000-01-01 00:00:09.450000 EST,FALSE,+59.7779652228,-1551.81949627,+1832.4542788,+2595.86769385,+649.120952756,-802.811292455,-2296.46635796
2000-01-01 00:00:09.460000 EST,FALSE,+59.8101157325,-1544.22315918,+1843.2088214,+2602.38360352,+635.660608929,-816.275764064,-2295.38948369
2000-01-01 00:00:09.470000 EST,FALSE,+59.8384173736,-1526.81650967,+1846.96779532,+2598.90485568,+617.958806633,-828.071555727,-2282.09769715
2000-01-01 00:00:09.480000 EST,FALSE,+59.8633662495,-1510.79982841,+1848.89273911,+2594.37278597,+602.622539589,-837.526138369,-2269.0831379
2000-01-01 00:00:09.490000 EST,FALSE,+59.887863044,-1504.11079318,+1852.97261786,+2595.36992626,+594.156742739,-844.467878632,-2265.35253074
2000-01-01 00:00:09.500000 EST,FALSE,+59.913966827,-1505.50120172,+1858.81144944,+2601.05243734,+591.725965198,-849.133586286,-2269.60264887
2000-01-01 00:00:09.510000 EST,FALSE,+59.9412492911,-1508.44263593,+1863.33083989,+2606.18492146,+591.506103575,-851.847351606,-2274.52841186
2000-01-01 00:00:09.520000 EST,FALSE,+59.967835951,-1508.43486669,+1864.39464478,+2607.13981927,+590.861789431,-852.821824942,-2275.08495315
2000-01-01 00:00:09.530000 EST,FALSE,+59.9924099188,-1506.25955722,+1862.49161774,+2604.65044583,+590.174902872,-852.127959868,-2272.20922968
2000-01-01 00:00:09.540000 EST,FALSE,+60.0150800668,-1505.60210595,+1859.56798612,+2601.86056967,+591.478884455,-849.771300605,-2270.13449376
2000-01-01 00:00:09.550000 EST,FALSE,+60.0367527847,-1508.85530205,+1856.9106414,+2600.82838461,+596.076433999,-845.777646276,-2271.62063043
2000-01-01 00:00:09.560000 EST,FALSE,+60.0580183341,-1515.33827922,+1854.25045503,+2601.05176699,+603.530787116,-840.22893225,-2275.93290265
2000-01-01 00:00:09.570000 EST,FALSE,+60.0786611119,-1522.76775214,+1850.5203126,+2600.70471728,+612.493168005,-833.248805023,-2280.52103989
2000-01-01 00:00:09.580000 EST,FALSE,+60.0980467065,-1529.69697602,+1845.0880207,+2598.66478997,+622.084204,-824.955642209,-2283.79047784
2000-01-01 00:00:09.590000 EST,FALSE,+60.115772737,-1536.47827924,+1838.2166229,+2595.29640876,+632.449479983,-815.420894328,-2286.18520458
2000-01-01 00:00:09.600000 EST,FALSE,+60.1319234296,-1544.34915201,+1830.58586998,+2591.67675985,+644.249107049,-804.67157074,-2289.14096987
2000-01-01 00:00:09.610000 EST,FALSE,+60.146829279,-1554.01352735,+1822.5913647,+2588.42647145,+657.847850219,-792.731958112,-2293.47983278
2000-01-01 00:00:09.620000 EST,FALSE,+60.1606931772,-1565.12197418,+1814.11249096,+2585.30145948,+673.008207984,-779.660851355,-2298.83384598
2000-01-01 00:00:09.630000 EST,FALSE,+60.1734511892,-1576.84119513,+1804.80903683,+2581.67407317,+689.208858419,-765.54859314,-2304.29662277
2000-01-01 00:00:09.640000 EST,FALSE,+60.1849205458,-1588.68284183,+1794.51705001,+2577.20515907,+706.123201959,-750.480672187,-2309.35472307
2000-01-01 00:00:09.650000 EST,FALSE,+60.195015664,-1600.78066498,+1783.36167387,+2572.05380173,+723.787775248,-734.507957673,-2314.19000539
2000-01-01 00:00:09.660000 EST,FALSE,+60.2038194316,-1613.53571493,+1771.5773459,+2566.58137239,+742.401858302,-717.65301905,-2319.27597513
2000-01-01 00:00:09.670000 EST,FALSE,+60.2114905112,-1627.13217143,+1759.28794316,+2560.96764023,+762.043093824,-699.941641287,-2324.83896645
2000-01-01 00:00:09.680000 EST,FALSE,+60.218137376,-1641.39132094,+1746.45432237,+2555.1059812,+782.57577581,-681.424732387,-2330.70221058
2000-01-01 00:00:09.690000 EST,FALSE,+60.2237796616,-1655.99272027,+1732.98207821,+2548.78451892,+803.777520304,-662.170518849,-2336.53543272
2000-01-01 00:00:09.700000 EST,FALSE,+60.2284040509,-1670.75726578,+1718.84262548,+2541.90474857,+825.508652558,-642.239441991,-2342.16636474
2000-01-01 00:00:09.710000 EST,FALSE,+60.2320358024,-1685.72255228,+1704.09633497,+2534.53263419,+847.761245045,-621.669296749,-2347.65938836
2000-01-01 00:00:09.720000 EST,FALSE,+60.2347570846,-1701.00520132,+1688.82924499,+2526.78880636,+870.578652893,-600.483490562,-2353.16193846
2000-01-01 00:00:09.730000 EST,FALSE,+60.2366713166,-1716.63553039,+1673.08748188,+2518.72487823,+893.954378241,-578.710321146,-2358.72497233
2000-01-01 00:00:09.740000 EST,FALSE,+60.2378607559,-1732.51957644,+1656.86815407,+2510.29974237,+917.806232262,-556.392753152,-2364.26455888
2000-01-01 00:00:09.750000 EST,FALSE,+60.2383762774,-1748.52460654,+1640.15615022,+2501.44582149,+942.027366757,-533.581036049,-2369.6561028
2000-01-01 00:00:09.760000 EST,FALSE,+60.2382582055,-1764.57551737,+1622.95928054,+2492.13877761,+966.546555992,-510.318685601,-2374.83756958
2000-01-01 00:00:09.770000 EST,FALSE,+60.2375597891,-1780.6731432,+1605.31131316,+2482.40789455,+991.34122771,-486.636553683,-2379.8273694
2000-01-01 00:00:09.780000 EST,FALSE,+60.236351243,-1796.84122107,+1587.25095771,+2472.29639493,+1016.40502904,-462.559030055,-2384.66676801
2000-01-01 00:00:09.790000 EST,FALSE,+60.2347062096,-1813.07023777,+1568.80339,+2461.82239163,+1041.71183809,-438.11400214,-2389.36069945
2000-01-01 00:00:09.800000 EST,FALSE,+60.2326875701,-1829.30902482,+1549.97975512,+2450.97482834,+1067.20937624,-413.336384475,-2393.86998332
2000-01-01 00:00:09.810000 EST,FALSE,+60.2303450692,-1845.49745638,+1530.78901447,+2439.73707738,+1092.83966568,-388.263300925,-2398.14631001
2000-01-01 00:00:09.820000 EST,FALSE,+60.2277230342,-1861.59896402,+1511.24750666,+2428.10866023,+1118.56034305,-362.927299191,-2402.16597882
2000-01-01 00:00:09.830000 EST,FALSE,+60.2248680732,-1877.6039239,+1491.37857837,+2416.10643162,+1144.34747048,-337.354419153,-2405.93276589
2000-01-01 00:00:09.840000 EST,FALSE,+60.2218297453,-1893.5094535,+1471.20601287,+2403.75057597,+1170.18255718,-311.567845558,-2409.45666164
2000-01-01 00:00:09.850000 EST,FALSE,+60.2186555827,-1909.30053623,+1450.74917474,+2391.05253397,+1196.03987047,-285.592474711,-2412.73461424
2000-01-01 00:00:09.860000 EST,FALSE,+60.2153864856,-1924.94885816,+1430.02354015,+2378.01490725,+1221.88527929,-259.455943749,-2415.7497373
2000-01-01 00:00:09.870000 EST,FALSE,+60.2120564055,-1940.42512242,+1409.0442553,+2364.63963698,+1247.6843424,-233.186005852,-2418.48406047
2000-01-01 00:00:09.880000 EST,FALSE,+60.2086952846,-1955.70984478,+1387.82851472,+2350.93458965,+1273.40972261,-206.807564122,-2420.92935629
2000-01-01 00:00:09.890000 EST,FALSE,+60.2053316663,-1970.79341267,+1366.39507188,+2336.91319126,+1299.04143898,-180.342206046,-2423.08696141
2000-01-01 00:00:09.900000 EST,FALSE,+60.2019927901,-1985.66848207,+1344.76232206,+2322.58958671,+1324.56173594,-153.810079287,-2424.96003732
2000-01-01 00:00:09.910000 EST,FALSE,+60.1987028979,-2000.32370778,+1322.94716055,+2307.9749952,+1349.95065483,-127.231833501,-2426.54739716
2000-01-01 00:00:09.920000 EST,FALSE,+60.1954818659,-2014.74395375,+1300.96525661,+2293.07800349,+1375.1860785,-100.628769292,-2427.8438227
2000-01-01 00:00:09.930000 EST,FALSE,+60.1923454193,-2028.91487498,+1278.83212426,+2277.90742267,+1400.24682807,-74.0216358348,-2428.84469434
2000-01-01 00:00:09.940000 EST,FALSE,+60.1893063039,-2042.82638782,+1256.5635658,+2262.47414151,+1425.11518967,-47.4293901737,-2429.54931731
2000-01-01 00:00:09.950000 EST,FALSE,+60.1863753029,-2056.4722585,+1234.17544163,+2246.79076178,+1449.77668126,-20.8691873261,-2429.96044407
2000-01-01 00:00:09.960000 EST,FALSE,+60.1835613189,-2069.84728044,+1211.68317228,+2230.86996674,+1474.21804747,+5.64272989327,-2430.08150281
2000-01-01 00:00:09.970000 EST,FALSE,+60.1808709045,-2082.94520802,+1189.10147422,+2214.72339834,+1498.42575165,+32.0902887691,-2429.91461468
2000-01-01 00:00:09.980000 EST,FALSE,+60.1783079944,-2095.75908023,+1166.4445389,+2198.3619426,+1522.3861344,+58.4575768367,-2429.46097241
2000-01-01 00:00:09.990000 EST,FALSE,+60.1758741496,-2108.28283226,+1143.72623907,+2181.79659006,+1546.08658065,+84.7294166532,-2428.72238619
2000-01-01 00:00:10.000000 EST,FALSE,+60.1735691396,-2120.51236797,+1120.96020752,+2165.03896474,+1569.51631577,+110.891800388,-2427.70228598
2000-01-01 00:00:10.010000 EST,FALSE,+60.1713913871,-2132.44525594,+1098.15974667,+2148.10111584,+1592.66619847,+136.931825341,-2426.40540609
2000-01-01 00:00:10.020000 EST,FALSE,+60.1693380982,-2144.07968906,+1075.33771638,+2130.9949699,+1615.52794597,+162.837300838,-2424.83679775
2000-01-01 00:00:10.030000 EST,FALSE,+60.1674052171,-2155.41381699,+1052.50650639,+2113.73201336,+1638.09361439,+188.59645542,-2423.00121712
2000-01-01 00:00:10.040000 EST,FALSE,+60.1655874585,-2166.44590064,+1029.67807967,+2096.32339212,+1660.35569212,+214.197969258,-2420.90328542
2000-01-01 00:00:10.050000 EST,FALSE,+60.1638785209,-2177.17487198,+1006.86401364,+2078.78018664,+1682.30751236,+239.631200296,-2418.54801261
2000-01-01 00:00:10.060000 EST,FALSE,+60.1622713869,-2187.60064611,+984.075499094,+2061.11354609,+1703.94348999,+264.886331395,-2415.94107848
2000-01-01 00:00:10.070000 EST,FALSE,+60.1607585592,-2197.7239485,+961.323315789,+2043.33459102,+1725.25898945,+289.95430884,-2413.08866635
