# file...... Gen_1_Speed.csv
# date...... Thu Nov 10 12:44:04 2016
# user...... jingkungao
# host...... (null)
# target.... diesel_dg 0
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,rotor_speed,rotor_angle,flux1d,flux2q,EpRotated,VintRotated,Eint_A,Eint_B,Eint_C,Irotated,pwr_electric.real,pwr_electric.imag,pwr_mech,torque_mech,torque_elec
2000-01-01 00:00:07.440000 EST,+378.037444513,+3.05689895987,+0.967239445969,-0.306455574192,+0.259064312533+0.981929461573j,+0.293880870788+0.976953811126j,-2276.1157344+900.9291951j,+1918.28543717+1520.70945039j,+357.83029723-2421.63864549j,+0.234074999806+0.298855536705j,+2525171.04849,+865602.755941,+2519155.09637,+6663.77136162,+6698.66676761
2000-01-01 00:00:07.450000 EST,+378.030900405,+3.06733015789,+0.96734250984,-0.306214219363,+0.258824329669+0.982025371047j,+0.293645300321+0.977052143864j,-2285.66673773+876.591817219j,+1901.98415132+1541.14955085j,+383.682586401-2417.74136807j,+0.233998671192+0.298912986474j,+2525184.58517,+865601.709586,+2518629.53776,+6662.49646539,+6698.81493262
2000-01-01 00:00:07.460000 EST,+378.024104109,+3.07769460615,+0.967444166177,-0.305978976508,+0.258590416592+0.982120030732j,+0.293415694339+0.977149173382j,-2294.8967251+852.320543356j,+1885.57960526+1561.27859132j,+409.317119836-2413.59913467j,+0.233924247597+0.298969040138j,+2525198.11182,+865601.225616,+2518141.60301,+6661.32549655,+6698.96773228
2000-01-01 00:00:07.470000 EST,+378.017073492,+3.08798987409,+0.96754440671,-0.305749691873,+0.25836242076+0.982213357789j,+0.293191902898+0.977244842101j,-2303.80781271+828.125304397j,+1869.08145748+1581.09343905j,+434.72635523-2409.21874344j,+0.233851707364+0.299023732598j,+2525211.60539,+865601.289569,+2517689.69094,+6660.25390781,+6699.12465366
2000-01-01 00:00:07.480000 EST,+378.009825682,+3.0982137061,+0.967643207185,-0.305526215607,+0.258140193457+0.982305315587j,+0.292973779806+0.97733911758j,-2312.40257019+804.015613186j,+1852.49923115+1600.59156296j,+459.903339034-2404.60717615j,+0.233781022862+0.299077097656j,+2525224.99358,+865601.938822,+2517272.214,+6659.27720121,+6699.2852452
2000-01-01 00:00:07.490000 EST,+378.002377056,+3.10836401411,+0.967740560564,-0.305308401599,+0.257923589688+0.982395937568j,+0.292761182455+0.97743201955j,-2320.68405493+780.000566805j,+1835.84233329+1619.77106233j,+484.841721647-2399.77162913j,+0.233712144782+0.299129167363j,+2525238.23136,+865603.184395,+2516887.61533,+6658.39097345,+6699.44921949
2000-01-01 00:00:07.500000 EST,+377.994743237,+3.11843887003,+0.967836485427,-0.305096107339,+0.25771246808+0.982485282032j,+0.292553971744+0.977523592859j,-2328.65571767+756.088843999j,+1819.12000526+1638.63058617j,+509.535712416-2394.71943017j,+0.233645011477+0.299179972472j,+2525251.33033,+865604.98108,+2516534.4051,+6657.59101184,+6699.61639261
2000-01-01 00:00:07.510000 EST,+377.98693913,+3.1284364983,+0.967931009455,-0.30488919385,+0.257506690781+0.982573378666j,+0.29235201205+0.977613866514j,-2336.32127556+732.288707241j,+1802.34126116+1657.16922242j,+533.980014406-2389.45792966j,+0.233579567595+0.299229543127j,+2525264.32916,+865607.257763,+2516211.17634,+6656.87333571,+6699.78655943
2000-01-01 00:00:07.520000 EST,+377.978978971,+3.13835526891,+0.968024150103,-0.304687525642,+0.257306123386+0.982660216886j,+0.292155171193+0.977702839427j,-2343.6846507+708.608011003j,+1785.5148642+1675.38644046j,+558.169786495-2383.99445147j,+0.233515772549+0.299277909349j,+2525277.24851,+865609.962891,+2515916.59043,+6656.23415693,+6699.95943836
2000-01-01 00:00:07.530000 EST,+377.970876374,+3.14819369106,+0.968115910493,-0.304490970646,+0.257110634853+0.982745773926j,+0.291963320335+0.977790497602j,-2350.74998562+685.054211271j,+1768.64934274+1693.28209986j,+582.100642882-2378.33631113j,+0.233453594326+0.299325100728j,+2525290.07609,+865613.080106,+2515649.35278,+6655.66981488,+6700.13471012
2000-01-01 00:00:07.540000 EST,+377.962644343,+3.15795040697,+0.968206289659,-0.304299400118,+0.256920097424+0.982830045812j,+0.291776333857+0.977876838083j,-2357.52167633+661.634372591j,+1751.75301284+1710.85647538j,+605.768663483-2372.49084797j,+0.233392998461+0.299371145994j,+2525302.78496,+865616.608989,+2515408.2015,+6655.17674602,+6700.31208984
2000-01-01 00:00:07.550000 EST,+377.954295286,+3.16762418589,+0.968295293713,-0.304112688531,+0.256734386536+0.98291305273j,+0.291594089259+0.977961876289j,-2364.00436647+638.355173588j,+1734.8339802+1728.11024922j,+629.170386268-2366.46542281j,+0.233333943407+0.299416072829j,+2525315.36031,+865620.538355,+2515191.91388,+6654.75150105,+6700.49135698
2000-01-01 00:00:07.560000 EST,+377.945841024,+3.17721391818,+0.968382937697,-0.303930713481,+0.256553380742+0.982994821619j,+0.291416467086+0.97804563513j,-2370.20289888+615.22291392j,+1717.90012189+1745.0444656j,+652.302776997-2360.26737952j,+0.233276384518+0.299459908097j,+2525327.80667,+865624.838167,+2514999.31798,+6654.39077507,+6700.67232956
2000-01-01 00:00:07.570000 EST,+377.937292819,+3.18671860954,+0.968469239229,-0.303753355618,+0.256376961626+0.98307536824j,+0.291243350876+0.978128130994j,-2376.12226079+592.243523568j,+1700.95906703+1761.66047856j,+675.163193758-2353.90400212j,+0.233220280515+0.299502678085j,+2525340.13691,+865629.471207,+2514829.29626,+6654.09141687,+6700.85482023
2000-01-01 00:00:07.580000 EST,+377.928661405,+3.19613737558,+0.968554212015,-0.303580498583,+0.256205013738+0.983154694835j,+0.2910746271+0.978209370009j,-2381.76755479+569.422572795j,+1684.01819092+1777.95992196j,+697.749363865-2347.38249475j,+0.233165595842+0.299544408633j,+2525352.35631,+865634.409291,+2514680.77874,+6653.85041027,+6701.03861951
2000-01-01 00:00:07.590000 EST,+377.919957011,+3.20546943665,+0.968637865042,-0.303412028947,+0.256037424516+0.983232800831j,+0.290910185085+0.978289354838j,-2387.14399637+546.765280999j,+1667.08462144+1793.94470285j,+720.059374935-2340.70998385j,+0.233112298155+0.299585125092j,+2525364.45875,+865639.636654,+2514552.73368,+6653.66484895,+6701.2235136
2000-01-01 00:00:07.600000 EST,+377.911189379,+3.21471411291,+0.968720206465,-0.303247836125,+0.255874084217+0.983309693125j,+0.290749916927+0.978368092805j,-2392.25691558+524.276524539j,+1650.16524665+1809.616999j,+742.091668933-2333.89352354j,+0.233060354424+0.299624852109j,+2525376.43409,+865645.142788,+2514444.16351,+6653.53192544,+6701.40930751
2000-01-01 00:00:07.610000 EST,+377.902367778,+3.22387081958,+0.968801247308,-0.303087812301,+0.255714885846+0.983385386918j,+0.290593717414+0.978445597696j,-2397.11174446+501.960845078j,+1633.26671577+1824.97924387j,+763.845028685-2326.94008895j,+0.233009729673+0.299663613605j,+2525388.27728,+865650.91297,+2514354.10684,+6653.44893609,+6701.59583383
2000-01-01 00:00:07.620000 EST,+377.893501021,+3.23293906218,+0.968881001722,-0.302931852351,+0.255559725086+0.983459899129j,+0.290441483964+0.978521885491j,-2401.71399096+479.822459351j,+1616.39543459+1840.03409912j,+785.318556377-2319.85655847j,+0.232960388584+0.299701432888j,+2525399.99006,+865656.926673,+2514281.64157,+6653.41328913,+6701.7829421
2000-01-01 00:00:07.630000 EST,+377.884597479,+3.24191843216,+0.968959484579,-0.302779853786,+0.255408500228+0.983533242458j,+0.290293116567+0.978596969628j,-2406.06921276+457.865269732j,+1599.55756148+1854.78442665j,+806.511651283-2312.64969638j,+0.232912297712+0.299738332743j,+2525411.5763,+865663.161828,+2514225.885,+6653.42250458,+6701.97048352
2000-01-01 00:00:07.640000 EST,+377.875665109,+3.25080860251,+0.969036709327,-0.302631716683,+0.255261112111+0.983605425184j,+0.290148517723+0.978670860136j,-2410.18300124+436.092874409j,+1582.75900827+1869.23326964j,+827.423992972-2305.32614405j,+0.232865426046+0.299774335445j,+2525423.03725,+865669.600139,+2514185.99058,+6653.47420522,+6702.15830524
2000-01-01 00:00:07.650000 EST,+377.866711464,+3.25960932376,+0.969112687914,-0.302487343632,+0.255117464058+0.983676455139j,+0.290007592383+0.97874356624j,-2414.06097473+414.508576644j,+1566.00544482+1883.38384208j,+848.055529903-2297.89241872j,+0.232819744072+0.299809462799j,+2525434.37002,+865676.228412,+2514161.14384,+6653.56610561,+6702.34625881
2000-01-01 00:00:07.660000 EST,+377.857743715,+3.26832042,+0.969187432231,-0.302346639663,+0.254977461813+0.983746343093j,+0.289870247877+0.978815099092j,-2417.70877285+393.115393667j,+1549.30230396+1897.2395194j,+868.406468888-2290.35491307j,+0.232775222373+0.299843736037j,+2525445.57094,+865683.034984,+2514150.56063,+6653.69600716,+6702.53420693
2000-01-01 00:00:07.670000 EST,+377.84876866,+3.27694178515,+0.969260955324,-0.302209512189,+0.254841013482+0.983815102663j,+0.289736393856+0.978885472113j,-2421.13204597+371.916066057j,+1532.65478427+1910.8038247j,+888.477261706-2282.71989076j,+0.232731831279+0.29987717584j,+2525456.63825,+865690.006828,+2514153.48733,+6653.86179834,+6702.72202578
2000-01-01 00:00:07.680000 EST,+377.839792737,+3.28547337925,+0.969333271335,-0.302075870941,+0.254708029473+0.983882747859j,+0.289605942233+0.978954699359j,-2424.33644076+350.913067791j,+1516.06785161+1924.08041112j,+908.268589152-2274.99347891j,+0.232689541582+0.299909802356j,+2525467.57276,+865697.129483,+2514169.20126,+6654.06145564,+6702.90960054
2000-01-01 00:00:07.690000 EST,+377.830822043,+3.29391522499,+0.969404394605,-0.301945627912,+0.254578422437+0.983949291148j,+0.28947880713+0.979022793932j,-2427.32758656+330.108616434j,+1499.54624112+1937.07304505j,+927.781345439-2267.18166148j,+0.232648325166+0.299941635279j,+2525478.37564,+865704.388552,+2514197.00988,+6654.29304122,+6703.09682019
2000-01-01 00:00:07.700000 EST,+377.821862347,+3.30226740435,+0.969474338972,-0.301818697305,+0.254452107214+0.984014743592j,+0.289354904829+0.979089767834j,-2430.11108605+309.50468287j,+1483.09446098+1949.78559311j,+947.016625072-2259.29027598j,+0.232608155165+0.29997269387j,+2525489.04729,+865711.771166,+2514236.24907,+6654.55469796,+6703.28357636
2000-01-01 00:00:07.710000 EST,+377.812919101,+3.31053005537,+0.969543117811,-0.301694995476,+0.254329000779+0.984079116295j,+0.289234153708+0.979155632938j,-2432.69250922+289.103000444j,+1466.7167973+1962.22201236j,+965.975711916-2251.3250128j,+0.232569005632+0.300002996886j,+2525499.5866,+865719.266665,+2514286.28116,+6654.84464412,+6703.46976488
2000-01-01 00:00:07.720000 EST,+377.803997459,+3.3187033691,+0.96961074456,-0.301574440881,+0.254209022188+0.984142421494j,+0.289116474197+0.979220401887j,-2435.07738774+268.905073954j,+1450.41731912+1974.38634099j,+984.660068619-2243.29141494j,+0.232530850964+0.300032562671j,+2525509.9925,+865726.865139,+2514346.49382,+6655.16117016,+6703.65528979
2000-01-01 00:00:07.730000 EST,+377.795102279,+3.32678758663,+0.969677233097,-0.301456954022,+0.254092092528+0.984204672392j,+0.289001788718+0.979284088114j,-2437.271208+248.91218878j,+1434.19988279+1986.28268765j,+1003.0713252-2235.19487643j,+0.232493665912+0.300061409069j,+2525520.2646,+865734.556413,+2514416.29963,+6655.50263744,+6703.84006228
2000-01-01 00:00:07.740000 EST,+377.786238146,+3.3347829962,+0.969742597677,-0.301342457394,+0.253978134861+0.984265882261j,+0.288890021639+0.979346705224j,-2439.27940314+229.125420214j,+1418.06813613+1997.91521994j,+1021.21126701-2227.04064016j,+0.232457425742+0.300089553505j,+2525530.40346,+865742.329949,+2514495.13574,+6655.86747702,+6704.02399952
2000-01-01 00:00:07.750000 EST,+377.777409373,+3.34268993053,+0.969806852592,-0.301230875438,+0.253867074181+0.984326063808j,+0.288781099229+0.979408266461j,-2441.10734596+209.545642661j,+1402.02552278+2009.28815364j,+1039.08182318-2218.8337963j,+0.232422106512+0.300117012997j,+2525540.40987,+865750.175706,+2514582.46302,+6656.25418733,+6704.20702289
2000-01-01 00:00:07.760000 EST,+377.768620019,+3.35050876419,+0.969870011943,-0.301122134493,+0.253758837362+0.984385229292j,+0.288674949608+0.979468784706j,-2442.76034354+190.173538452j,+1386.0752872+2020.40574364j,+1056.68505635-2210.57928209j,+0.232387685077+0.30014380417j,+2525550.28403,+865758.084539,+2514677.76488,+6656.66133083,+6704.38905747
2000-01-01 00:00:07.770000 EST,+377.759873899,+3.35823991106,+0.969932089672,-0.301016162748,+0.253653353112+0.984443391049j,+0.288571502701+0.97952827284j,-2444.24363331+171.009606283j,+1370.22047999+2031.27227634j,+1074.02315332-2202.28188263j,+0.232354138903+0.300169943209j,+2525560.02594,+865766.048148,+2514780.54627,+6657.08753105,+6704.57003188
2000-01-01 00:00:07.780000 EST,+377.751174593,+3.36588382198,+0.969993099748,-0.300912890195,+0.253550551928+0.984500561825j,+0.28847069019+0.979586744024j,-2445.56237934+152.054169499j,+1354.46396321+2041.8920623j,+1091.09841613-2193.9462318j,+0.232321445954+0.300195445941j,+2525569.63567,+865774.058905,+2514890.33274,+6657.53147016,+6704.74988074
2000-01-01 00:00:07.790000 EST,+377.742525454,+3.37344098244,+0.970053056285,-0.300812248586,+0.253450366052+0.984556754677j,+0.288372445479+0.979644211673j,-2446.72166845+133.307384312j,+1338.80841555+2052.26942871j,+1107.9132529-2185.57681302j,+0.232289584601+0.300220327809j,+2525579.1136,+865782.108949,+2515006.66999,+6657.99188737,+6704.92854357
2000-01-01 00:00:07.800000 EST,+377.733929621,+3.38091191034,+0.970111973495,-0.300714171384,+0.253352729425+0.984611982636j,+0.288276703635+0.979700689217j,-2447.72650616+114.769247953j,+1323.25633738+2062.40871188j,+1124.47016878-2177.17795983j,+0.232258533755+0.300244603844j,+2525588.46028,+865790.1909,+2515129.1232,+6658.46757723,+6705.1059635
2000-01-01 00:00:07.810000 EST,+377.725390025,+3.38829715393,+0.97016986556,-0.300618593727,+0.253257577646+0.984666258508j,+0.288183401365+0.979756189929j,-2448.58181331+96.4396066319j,+1307.81005593+2072.31425026j,+1140.77175738-2168.75385689j,+0.232228272931+0.300268288752j,+2525597.67655,+865798.297453,+2515257.27639,+6658.95738759,+6705.28208786
2000-01-01 00:00:07.820000 EST,+377.716909401,+3.39559728977,+0.970226746557,-0.300525452382,+0.25316484793+0.984719594935j,+0.288092476962+0.979810726936j,-2449.29242343+78.3181631699j,+1292.4717306+2081.99037841j,+1156.82069283-2160.30854158j,+0.232198782196+0.300291396879j,+2525606.76301,+865806.422103,+2515390.73159,+6659.46021738,+6705.456867
2000-01-01 00:00:07.830000 EST,+377.708490295,+3.40281292078,+0.970282630477,-0.300434685705,+0.25307447907+0.984772004577j,+0.288003870271+0.979864313349j,-2449.86308077+60.4044843537j,+1277.24335834+2091.44142157j,+1172.61972243-2151.84590592j,+0.232170042143+0.300313942213j,+2525615.72019,+865814.558627,+2515529.1081,+6659.97501442,+6705.63025467
2000-01-01 00:00:07.840000 EST,+377.700135071,+3.40994467443,+0.970337531284,-0.300346233602,+0.252986411396+0.984823500212j,+0.287917522649+0.979916962349j,-2450.29843857+42.6980081008j,+1262.12677899+2100.6716906j,+1188.17165958-2143.36969871j,+0.232142033819+0.300335938415j,+2525624.54876,+865822.701345,+2515672.04184,+6660.50077362,+6705.80220854
2000-01-01 00:00:07.850000 EST,+377.69184592,+3.41699320093,+0.970391462948,-0.300260037491,+0.252900586734+0.984874094684j,+0.287833376928+0.979968687161j,-2450.60305737+25.1980504709j,+1247.12368052+2109.68547704j,+1203.47937685-2134.88352751j,+0.232114738696+0.300357398824j,+2525633.24934,+865830.844462,+2515819.18476,+6661.0365353,+6705.97268993
2000-01-01 00:00:07.860000 EST,+377.68362487,+3.42395917158,+0.97044443942,-0.30017604026,+0.252816948373+0.984923800774j,+0.287751377375+0.98001950096j,-2450.7814035+7.90381250643j,+1232.23560417+2118.4870483j,+1218.54579933-2126.3908608j,+0.232088138718+0.300378336426j,+2525641.82284,+865838.98291,+2515970.20439,+6661.58138378,+6706.14166279
2000-01-01 00:00:07.870000 EST,+377.675473789,+3.43084327712,+0.970496474583,-0.300094186238,+0.252735441028+0.984972631142j,+0.287671469662+0.980069416824j,-2450.83784791-9.18561313533j,+1217.46394963+2127.08064341j,+1233.37389828-2117.89503028j,+0.232062216316+0.300398763929j,+2525650.27026,+865847.111286,+2516124.7832,+6662.13444563,+6706.3090946
2000-01-01 00:00:07.880000 EST,+377.667394393,+3.43764622621,+0.970547582228,-0.30001442115,+0.2526560108+0.985020598348j,+0.287593600824+0.980118447727j,-2450.7766654-26.0712358301j,+1202.80998016+2135.47046915j,+1247.96668524-2109.39923332j,+0.232036954361+0.300418693699j,+2525658.5925,+865855.225048,+2516282.61801,+6662.69488805,+6706.47495477
2000-01-01 00:00:07.890000 EST,+377.659388257,+3.44436874395,+0.970597776054,-0.29993669209,+0.252578605146+0.985067714917j,+0.28751771923+0.980166606593j,-2450.60203418-42.7541608503j,+1188.27482768+2143.66069659j,+1262.32720651-2100.90653574j,+0.232012336157+0.300438137847j,+2525666.79033,+865863.319763,+2516443.41937,+6663.261917,+6706.63921622
2000-01-01 00:00:07.900000 EST,+377.651456815,+3.45101157045,+0.970647069694,-0.29986094748,+0.252503172845+0.985113993366j,+0.287443774549+0.980213906316j,-2450.31803565-59.2355834565j,+1173.85949774+2151.65545795j,+1276.45853791-2092.4198745j,+0.231988345445+0.300457108158j,+2525674.86475,+865871.391248,+2516606.91112,+6663.83477595,+6706.80185415
2000-01-01 00:00:07.910000 EST,+377.643601373,+3.45757545951,+0.970695476716,-0.299787137043,+0.252429663961+0.985159446174j,+0.287371717714+0.980260359744j,-2449.9286542-75.5167831453j,+1159.56487448+2159.45884357j,+1290.36377972-2083.94206043j,+0.231964966331+0.300475616143j,+2525682.81676,+865879.435531,+2516772.82988,+6664.41274452,+6706.96284636
2000-01-01 00:00:07.920000 EST,+377.63582311,+3.46406117736,+0.970743010613,-0.299715211767,+0.252358029816+0.985204085737j,+0.287301500896+0.980305979647j,-2449.43777727-91.599118099j,+1145.3917254+2167.07489915j,+1304.04605187-2075.47578105j,+0.231942183335+0.300493673036j,+2525690.64754,+865887.448828,+2516940.92463,+6664.99513711,+6707.12217311
2000-01-01 00:00:07.930000 EST,+377.628123085,+3.47046950137,+0.970789684783,-0.299645123872,+0.252288222953+0.985247924348j,+0.287233077466+0.980350778689j,-2448.84919552-107.484019852j,+1131.34070607+2174.50762329j,+1317.50848945-2067.02360344j,+0.231919981364+0.300511289793j,+2525698.35799,+865895.427747,+2517110.95611,+6665.58130138,+6707.27981666
2000-01-01 00:00:07.940000 EST,+377.620502243,+3.47680121893,+0.970835512517,-0.299576826782,+0.252220197111+0.985290974208j,+0.287166401971+0.980394769442j,-2448.16660334-123.172988168j,+1117.41236486+2181.76096528j,+1330.75423848-2058.58797711j,+0.231898345722+0.300528477108j,+2525705.94918,+865903.368902,+2517282.69644,+6666.17061702,+6707.43576152
2000-01-01 00:00:07.950000 EST,+377.612961424,+3.48305712637,+0.970880507004,-0.299510275095,+0.252153907193+0.98533324744j,+0.287101430107+0.980437964389j,-2447.39359938-138.667586119j,+1103.60714743+2188.83882318j,+1343.78645195-2050.17123706j,+0.231877262087+0.300545245447j,+2525713.42242,+865911.269225,+2517455.9287,+6666.76249462,+6707.58999478
2000-01-01 00:00:07.960000 EST,+377.605501359,+3.48923802782,+0.970924681329,-0.299445424553,+0.252089309233+0.985374756098j,+0.287038118676+0.980480375934j,-2446.53368731-153.96943538j,+1089.92540121+2195.74504212j,+1356.6082861-2041.77560674j,+0.231856716472+0.300561604968j,+2525720.77875,+865919.125873,+2517630.44652,+6667.35637446,+6707.74250441
2000-01-01 00:00:07.970000 EST,+377.598122687,+3.49534473426,+0.97096804848,-0.299382232011,+0.252026360376+0.985415512152j,+0.286976425578+0.980522016392j,-2445.59027665-169.080211661j,+1076.36737975+2202.48341266j,+1369.2228969-2033.403201j,+0.231836695265+0.300577565633j,+2525728.01926,+865926.936242,+2517806.05355,+6667.95172506,+6707.89328131
2000-01-01 00:00:07.980000 EST,+377.590825948,+3.50137806256,+0.971010621337,-0.299320655413,+0.251965018843+0.985455527477j,+0.286916309767+0.980562897978j,-2444.56668368-184.001640365j,+1062.93324695+2209.0576695j,+1381.63343673-2025.05602913j,+0.231817185171+0.300593137129j,+2525735.14528,+865934.697647,+2517982.56322,+6668.54804244,+6708.0423174
2000-01-01 00:00:07.990000 EST,+377.583611597,+3.50733883455,+0.971052412664,-0.299260653761,+0.251905243906+0.985494813836j,+0.286857731233+0.980603032794j,-2443.46613248-198.735492399j,+1049.62308119+2215.47149021j,+1393.84305129-2016.73599781j,+0.231798173251+0.300608328925j,+2525742.15788,+865942.407911,+2518159.79826,+6669.14484877,+6708.18960661
2000-01-01 00:00:08.000000 EST,+377.576480002,+3.51322787617,+0.971093435107,-0.299202187091,+0.251846995863+0.985533382886j,+0.286800650976+0.980642432832j,-2442.29175607-213.283580183j,+1036.43687939+2221.7284943j,+1405.85487668-2008.44491412j,+0.231779646882+0.300623150268j,+2525749.05833,+865950.06472,+2518337.59037,+6669.74169142,+6708.33514451
2000-01-01 00:00:08.010000 EST,+377.569431452,+3.51904601661,+0.97113370119,-0.299145216449,+0.251790236013+0.985571246185j,+0.286745030978+0.980681109977j,-2441.04659769-227.647753836j,+1023.37456091+2227.83224234j,+1417.67203678-2000.1844885j,+0.231761593764+0.300637610175j,+2525755.84791,+865957.666175,+2518515.77988,+6670.33814204,+6708.4789281
2000-01-01 00:00:08.020000 EST,+377.56246616,+3.5247940876,+0.971173223318,-0.299089703859,+0.251734926627+0.985608415192j,+0.28669083418+0.980719076009j,-2439.73361204-241.829897533j,+1010.43597136+2233.78623526j,+1429.29764068-1991.95633773j,+0.231744001913+0.300651717445j,+2525762.52783,+865965.210334,+2518694.21541,+6670.93379548,+6708.62095584
2000-01-01 00:00:08.030000 EST,+377.555584267,+3.53047292259,+0.971212013772,-0.299035612306,+0.251681030929+0.985644901258j,+0.286638024454+0.980756342593j,-2438.35566671-255.83192601j,+997.620886329+2239.59391383j,+1440.73478038-1983.76198782j,+0.231726859632+0.300665480649j,+2525769.09937,+865972.695522,+2518872.75351,+6671.52826888,+6708.76122727
2000-01-01 00:00:08.040000 EST,+377.548785844,+3.5360833561,+0.971250084712,-0.298982905706,+0.251628513067+0.98568071562j,+0.286586566588+0.98079292128j,-2436.91554354-269.655781241j,+984.92901494+2245.25865821j,+1451.9865286-1975.60287697j,+0.231710155518+0.300678908174j,+2525775.56367,+865980.120063,+2519051.25829,+6672.12120061,+6708.89974353
2000-01-01 00:00:08.050000 EST,+377.542070898,+3.54162622303,+0.971287448166,-0.298931548887,+0.251577338094+0.985715869401j,+0.286536426254+0.980828823499j,-2435.41594015-283.303429258j,+972.360003361+2250.78378758j,+1463.05593679-1967.48035833j,+0.23169387848+0.300692008195j,+2525781.9222,+865987.482656,+2519229.60129,+6672.71224976,+6709.03650699
2000-01-01 00:00:08.060000 EST,+377.535439377,+3.54710235804,+0.971324116035,-0.298881507566,+0.251527471943+0.985750373606j,+0.286487569995+0.980864060558j,-2433.85947142-296.776857138j,+959.913438173+2256.17256006j,+1473.94603325-1959.39570292j,+0.231678017679+0.3007047887j,+2525788.17615,+865994.78183,+2519407.66099,+6673.30109499,+6709.17152122
2000-01-01 00:00:08.070000 EST,+377.528891167,+3.55251259496,+0.971360100085,-0.298832748321,+0.251478881406+0.985784239126j,+0.286439965192+0.980898643644j,-2432.24867105-310.078070137j,+947.588849632+2261.42817252j,+1484.65982142-1951.35010238j,+0.231662562551+0.300717257459j,+2525794.32688,+866002.016452,+2519585.3227,+6673.88743392,+6709.30479038
2000-01-01 00:00:08.080000 EST,+377.522426102,+3.55785776621,+0.971395411953,-0.298785238577,+0.251431534111+0.985817476733j,+0.286393580055+0.980932583823j,-2430.5859932-323.209088944j,+935.385714839+2266.55376066j,+1495.20027836-1943.34467172j,+0.231647502822+0.300729422088j,+2525800.37563,+866009.185439,+2519762.47811,+6674.4709821,+6709.43632043
2000-01-01 00:00:08.090000 EST,+377.516043962,+3.56313870225,+0.971430063141,-0.29873894658,+0.251385398504+0.985850097083j,+0.286348383591+0.980965892038j,-2428.87381403-336.171947104j,+923.303460783+2271.55239909j,+1505.57035325-1935.38045198j,+0.231632828454+0.300741289982j,+2525806.32365,+866016.287664,+2519939.02513,+6675.05147246,+6709.56611753
2000-01-01 00:00:08.100000 EST,+377.509744481,+3.56835623115,+0.971464065017,-0.298693841379,+0.251340443826+0.985882110708j,+0.286304345595+0.980998579103j,-2427.1144334-348.968688536j,+911.341467302+2276.42710148j,+1515.7729661-1927.45841295j,+0.231618529669+0.300752868395j,+2525812.17231,+866023.322359,+2520114.86762,+6675.62865452,+6709.69418942
2000-01-01 00:00:08.110000 EST,+377.503527345,+3.57351117802,+0.971497428813,-0.298649892801,+0.251296640092+0.985913528016j,+0.286261436618+0.981030655705j,-2425.31007648-361.601365219j,+899.499069919+2281.1808209j,+1525.81100656-1919.57945568j,+0.231604596935+0.30076416436j,+2525817.92295,+866030.288731,+2520289.91518,+6676.20229381,+6709.82054388
2000-01-01 00:00:08.120000 EST,+377.497392197,+3.57860436465,+0.971530165625,-0.298607071439,+0.251253958076+0.985944359296j,+0.286219627962+0.981062132408j,-2423.46289544-374.072034958j,+887.775562604+2285.81645006j,+1535.68733284-1911.74441511j,+0.231591020972+0.3007751848j,+2525823.57678,+866037.186041,+2520464.0828,+6676.77217086,+6709.94519071
2000-01-01 00:00:08.130000 EST,+377.49133864,+3.58363660902,+0.97156228641,-0.298565348628,+0.251212369288+0.985974614712j,+0.286178891648+0.981093019642j,-2421.5749711-386.382759317j,+876.170200398+2290.3368218j,+1545.4047707-1903.95406248j,+0.231577792722+0.300785936408j,+2525829.13529,+866044.013693,+2520637.29078,+6677.33808109,+6710.06813915
2000-01-01 00:00:08.140000 EST,+377.485366239,+3.58860872497,+0.971593801989,-0.298524696426,+0.251171845957+0.9860043043j,+0.286139200407+0.981123327711j,-2419.6483146-398.535601622j,+864.682201983+2294.74470948j,+1554.96611262-1896.20910786j,+0.23156490335+0.30079642576j,+2525834.59951,+866050.771198,+2520809.46437,+6677.89983353,+6710.18940002
2000-01-01 00:00:08.150000 EST,+377.479474521,+3.59352152178,+0.971624723044,-0.298485087598,+0.251132361014+0.986033437976j,+0.286100527658+0.98115306679j,-2417.6848691-410.532625105j,+853.310752125+2299.04282753j,+1564.37411697-1888.51020243j,+0.231552344246+0.300806659263j,+2525839.97098,+866057.458015,+2520980.53363,+6678.45725077,+6710.30898461
2000-01-01 00:00:08.160000 EST,+377.473662982,+3.59837580383,+0.971655060119,-0.298446495598,+0.251093888071+0.986062025527j,+0.286062847492+0.981182246921j,-2415.6865114-422.37589114j,+842.055004029+2303.23383202j,+1573.63150737-1880.85794088j,+0.231540107037+0.300816643155j,+2525845.25092,+866064.07386,+2521150.43326,+6679.01016813,+6710.42690465
2000-01-01 00:00:08.170000 EST,+377.467931085,+3.60317237033,+0.971684823617,-0.298408894549,+0.251056401408+0.986090076613j,+0.286026134653+0.981210878017j,-2413.65505367-434.067457589j,+830.914081609+2307.32032125j,+1582.74097206-1873.25286366j,+0.231528183532+0.300826383512j,+2525850.44064,+866070.618347,+2521319.10233,+6679.55843315,+6710.54317212
2000-01-01 00:00:08.180000 EST,+377.462278266,+3.60791201493,+0.971714023805,-0.29837225923,+0.251019875954+0.986117600769j,+0.285990364526+0.981238969862j,-2411.59224505-445.609377231j,+819.887081677+2311.30483639j,+1591.70516337-1865.69545916j,+0.231516565786+0.300835886308j,+2525855.54145,+866077.091422,+2521486.48408,+6680.10190493,+6710.65780059
