# file...... triplex_main_power.csv
# date...... Thu Nov 10 12:44:04 2016
# user...... jingkungao
# host...... (null)
# target.... triplex_meter 28
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power
2000-01-01 00:00:08.130000 EST,+2.19449800227e-09+8.27564433409d
2000-01-01 00:00:08.140000 EST,+6.46234853557e-26+143.130102354d
2000-01-01 00:00:08.150000 EST,+1.8224358334e-09-166.389504582d
2000-01-01 00:00:08.160000 EST,+1.46929645597e-09-136.364161934d
2000-01-01 00:00:08.170000 EST,+2.07790133157e-09-23.7069312359d
2000-01-01 00:00:08.180000 EST,+1.59137909233e-09+27.6823492259d
2000-01-01 00:00:08.190000 EST,+1.22253259251e-09-11.8527171357d
2000-01-01 00:00:08.200000 EST,+8.40106043169e-10-25.621681836d
2000-01-01 00:00:08.210000 EST,+1.23939845285e-09-1.859017549d
2000-01-01 00:00:08.220000 EST,+9.1122476154e-10+15.5046752724d
2000-01-01 00:00:08.230000 EST,+7.34653591798e-10+112.887565692d
2000-01-01 00:00:08.240000 EST,+1.72893067891e-09+34.4523266389d
2000-01-01 00:00:08.250000 EST,+1.0187830925e-09+26.5740520509d
2000-01-01 00:00:08.260000 EST,+2.52033239183e-09+155.91678127d
2000-01-01 00:00:08.270000 EST,+2.64884062342e-09+147.57911587d
2000-01-01 00:00:08.280000 EST,+9.11229630688e-10+143.877014199d
2000-01-01 00:00:08.290000 EST,+2.83068692784e-09+140.425883529d
2000-01-01 00:00:08.300000 EST,+1.01878731437e-09+27.7896862232d
2000-01-01 00:00:08.310000 EST,+3.18931118829e-09-35.4105408233d
2000-01-01 00:00:08.320000 EST,+3.39120512065e-09-41.3486994153d
2000-01-01 00:00:08.330000 EST,+1.15262882264e-09-143.384121567d
2000-01-01 00:00:08.340000 EST,+2.03758056051e-09-8.15739505668d
2000-01-01 00:00:08.350000 EST,+1.63006555085e-09+172.066745758d
2000-01-01 00:00:08.360000 EST,+1.46932219681e-09-131.401727771d
2000-01-01 00:00:08.370000 EST,+1.92225344598e-09-155.487191481d
2000-01-01 00:00:08.380000 EST,+8.40118164166e-10-21.3122031617d
2000-01-01 00:00:08.390000 EST,+2.57736642489e-09+154.503273299d
2000-01-01 00:00:08.400000 EST,+4.0751765152e-10-96.8499923579d
2000-01-01 00:00:08.410000 EST,+9.11237687888e-10+19.9244844311d
2000-01-01 00:00:08.420000 EST,+1.92225906749e-09-38.4388483601d
2000-01-01 00:00:08.430000 EST,+2.64886911419e-09+151.151482868d
2000-01-01 00:00:08.440000 EST,+1.64275974076e-09-13.1511092955d
2000-01-01 00:00:08.450000 EST,+2.47883973596e-09-176.363430828d
2000-01-01 00:00:08.460000 EST,+2.57737609054e-09+12.807350279d
2000-01-01 00:00:08.470000 EST,+4.07519135136e-10-95.4315960478d
2000-01-01 00:00:08.480000 EST,+2.4788432678e-09+4.22460959231d
2000-01-01 00:00:08.490000 EST,+6.1127925769e-10+84.954084199d
2000-01-01 00:00:08.500000 EST,+1.6427643566e-09-124.601054935d
2000-01-01 00:00:08.510000 EST,+2.5773818573e-09+13.7664941796d
2000-01-01 00:00:08.520000 EST,+1.64276571878e-09-11.6077441556d
2000-01-01 00:00:08.530000 EST,+1.74092697741e-09+155.144992188d
2000-01-01 00:00:08.540000 EST,+1.92226958878e-09+143.877487859d
2000-01-01 00:00:08.550000 EST,+8.40125011601e-10-17.9734406962d
2000-01-01 00:00:08.560000 EST,+8.15041273602e-10-93.7591383376d
2000-01-01 00:00:08.570000 EST,+1.70782327092e-09-20.9369482166d
2000-01-01 00:00:08.580000 EST,+2.45360083784e-09+1.35511696427d
2000-01-01 00:00:08.590000 EST,+4.0752105202e-10+86.7640860023d
2000-01-01 00:00:08.600000 EST,+2.44512709209e-09+176.934935941d
2000-01-01 00:00:08.610000 EST,+8.40126698771e-10+11.1402954517d
2000-01-01 00:00:08.620000 EST,+1.68025390081e-09+163.235217121d
2000-01-01 00:00:08.630000 EST,+4.08666095405e-09-6.85196554527d
2000-01-01 00:00:08.640000 EST,+1.63326731137e-09-178.822406456d
2000-01-01 00:00:08.650000 EST,+1.22256532144e-09+87.7636999246d
2000-01-01 00:00:08.660000 EST,+2.46415983356e-09+5.04955116242d
2000-01-01 00:00:08.670000 EST,+8.40128095038e-10+164.047544718d
2000-01-01 00:00:08.680000 EST,+2.44725410636e-09+0.627428017163d
2000-01-01 00:00:08.690000 EST,+2.03761091729e-10+88.3976457578d
2000-01-01 00:00:08.700000 EST,+4.07649608604e-09-2.87979953938d
2000-01-01 00:00:08.710000 EST,+9.61139585129e-10+30.7108426099d
2000-01-01 00:00:08.720000 EST,+1.77926843704e-09+155.227778665d
2000-01-01 00:00:08.730000 EST,+8.70468532838e-10-21.5486356073d
2000-01-01 00:00:08.740000 EST,+3.05641968971e-10+89.1562406607d
2000-01-01 00:00:08.750000 EST,+8.70468879711e-10-160.140284002d
2000-01-01 00:00:08.760000 EST,+6.1128417341e-10+89.4497208386d
2000-01-01 00:00:08.770000 EST,+1.64277715504e-09+6.71942769928d
2000-01-01 00:00:08.780000 EST,+1.70783227826e-09-162.908212895d
2000-01-01 00:00:08.790000 EST,+1.68026036739e-09+13.9160374674d
2000-01-01 00:00:08.800000 EST,+1.65849871845e-09+10.640180675d
2000-01-01 00:00:08.810000 EST,+7.13165478302e-10-89.8400242144d
2000-01-01 00:00:08.820000 EST,+1.64277851036e-09+120.043045238d
2000-01-01 00:00:08.830000 EST,+2.46416813066e-09+173.310091968d
2000-01-01 00:00:08.840000 EST,+1.74094035059e-09-19.985218179d
2000-01-01 00:00:08.850000 EST,+4.08667920022e-09+176.416184587d
2000-01-01 00:00:08.860000 EST,+1.63009368778e-09+0.838658435186d
2000-01-01 00:00:08.870000 EST,+1.01880868525e-10+90.9708057763d
2000-01-01 00:00:08.880000 EST,+2.44726274393e-09-1.28414721698d
2000-01-01 00:00:08.890000 EST,+3.94022668772e-10-1.97530390628d
2000-01-01 00:00:08.900000 EST,+514.23502137+13.495473338d
2000-01-01 00:00:08.910000 EST,+514.234611097+13.4954781242d
2000-01-01 00:00:08.920000 EST,+514.234274254+13.4954812916d
2000-01-01 00:00:08.930000 EST,+514.23424167+13.4954824401d
2000-01-01 00:00:08.940000 EST,+514.234524825+13.4954679087d
2000-01-01 00:00:08.950000 EST,+514.23472885+13.4954663253d
2000-01-01 00:00:08.960000 EST,+514.234730821+13.4954662546d
2000-01-01 00:00:08.970000 EST,+514.234587943+13.4954672624d
2000-01-01 00:00:08.980000 EST,+514.234471957+13.4954680843d
2000-01-01 00:00:08.990000 EST,+514.234480258+13.495468008d
2000-01-01 00:00:09.000000 EST,+514.234571596+13.495467335d
2000-01-01 00:00:09.010000 EST,+514.234642612+13.4954668184d
2000-01-01 00:00:09.020000 EST,+514.23463786+13.4954668608d
2000-01-01 00:00:09.030000 EST,+514.234586445+13.4954672521d
2000-01-01 00:00:09.040000 EST,+514.234551185+13.4954675334d
2000-01-01 00:00:09.050000 EST,+514.234562225+13.4954674792d
2000-01-01 00:00:09.060000 EST,+514.234599596+13.4954672277d
2000-01-01 00:00:09.070000 EST,+514.234625517+13.4954670491d
2000-01-01 00:00:09.080000 EST,+514.234623315+13.4954670669d
2000-01-01 00:00:09.090000 EST,+514.234606304+13.4954671877d
2000-01-01 00:00:09.100000 EST,+514.234597085+13.4954672487d
2000-01-01 00:00:09.110000 EST,+514.234604536+13.4954671832d
2000-01-01 00:00:09.120000 EST,+514.234619919+13.4954670527d
2000-01-01 00:00:09.130000 EST,+514.234629747+13.4954669535d
2000-01-01 00:00:09.140000 EST,+514.234629267+13.4954669231d
2000-01-01 00:00:09.150000 EST,+514.234624122+13.495466923d
2000-01-01 00:00:09.160000 EST,+514.234622288+13.4954668967d
2000-01-01 00:00:09.170000 EST,+514.234626242+13.4954668262d
2000-01-01 00:00:09.180000 EST,+514.234632378+13.4954667377d
2000-01-01 00:00:09.190000 EST,+514.234636+13.4954666662d
2000-01-01 00:00:09.200000 EST,+5.62428208105e-10+97.2123813445d
2000-01-01 00:00:09.210000 EST,+1.19310332289e-09+50.7563512044d
2000-01-01 00:00:09.220000 EST,+1.63974888276e-09-116.666406255d
2000-01-01 00:00:09.230000 EST,+8.89246565053e-10+111.270995076d
2000-01-01 00:00:09.240000 EST,+1.25752865988e-09-152.061145191d
2000-01-01 00:00:09.250000 EST,+1.43375728539e-09-11.3979159753d
2000-01-01 00:00:09.260000 EST,+5.62356831655e-10+178.451585016d
2000-01-01 00:00:09.270000 EST,+1.19292501351e-09+41.9929581258d
2000-01-01 00:00:09.280000 EST,+8.89136640916e-10+103.971476585d
2000-01-01 00:00:09.290000 EST,+1.07063186682e-09-72.7184839821d
2000-01-01 00:00:09.300000 EST,+8.1969533752e-10-128.330774424d
2000-01-01 00:00:09.310000 EST,+2.14114485846e-09+14.3860788176d
2000-01-01 00:00:09.320000 EST,+1.59037147826e-09-145.252970232d
2000-01-01 00:00:09.330000 EST,+1.33354279844e-09-173.253028033d
2000-01-01 00:00:09.340000 EST,+1.69845121379e-09+11.3268180602d
2000-01-01 00:00:09.350000 EST,+1.20915568855e-09+20.9976967865d
2000-01-01 00:00:09.360000 EST,+7.95116953317e-10-150.955991687d
2000-01-01 00:00:09.370000 EST,+1.60257482791e-09+20.5102954065d
2000-01-01 00:00:09.380000 EST,+4.44465657855e-10-127.200628633d
2000-01-01 00:00:09.390000 EST,+1.12439786051e-09-20.1586454906d
2000-01-01 00:00:09.400000 EST,+4.11299248089e-09-150.615366049d
2000-01-01 00:00:09.410000 EST,+1.68068862943e-09+11.5496056315d
2000-01-01 00:00:09.420000 EST,+8.07752912561e-10+24.8296032138d
2000-01-01 00:00:09.430000 EST,+6.04862247357e-10-65.665890919d
2000-01-01 00:00:09.440000 EST,+2.44075963196e-09+19.2752129937d
2000-01-01 00:00:09.450000 EST,+1.64344367836e-09+30.9120704234d
2000-01-01 00:00:09.460000 EST,+5.0486238421e-09-170.5599547d
2000-01-01 00:00:09.470000 EST,+1.82782818876e-26-135d
2000-01-01 00:00:09.480000 EST,+2.45373014427e-09-164.293330196d
2000-01-01 00:00:09.490000 EST,+2.02826044459e-10+112.651952353d
2000-01-01 00:00:09.500000 EST,+3.27658791357e-09-150.29866547d
2000-01-01 00:00:09.510000 EST,+0+0d
2000-01-01 00:00:09.520000 EST,+2.44368285115e-09-157.466179466d
2000-01-01 00:00:09.530000 EST,+6.10327443359e-10+112.533296498d
2000-01-01 00:00:09.540000 EST,+3.04884026708e-10-67.4241973694d
2000-01-01 00:00:09.550000 EST,+2.51413970594e-09+36.7151094665d
2000-01-01 00:00:09.560000 EST,+2.51590959521e-09-143.128258896d
2000-01-01 00:00:09.570000 EST,+2.46134123199e-09-164.098935303d
2000-01-01 00:00:09.580000 EST,+1.01772250507e-10-66.762132735d
2000-01-01 00:00:09.590000 EST,+1.01739776886e-10+113.472399042d
2000-01-01 00:00:09.600000 EST,+0+0d
2000-01-01 00:00:09.610000 EST,+6.10312064345e-10-65.960537373d
2000-01-01 00:00:09.620000 EST,+2.44192472832e-09-155.627619682d
2000-01-01 00:00:09.630000 EST,+2.51765581174e-09+10.6931077998d
2000-01-01 00:00:09.640000 EST,+4.07095019325e-10-64.8944088565d
2000-01-01 00:00:09.650000 EST,+0+0d
2000-01-01 00:00:09.660000 EST,+2.51735853312e-09-140.04555102d
2000-01-01 00:00:09.670000 EST,+1.73893286e-09-174.198856311d
2000-01-01 00:00:09.680000 EST,+1.28736807455e-09-134.749177499d
2000-01-01 00:00:09.690000 EST,+2.57497663279e-09+8.85605502068d
2000-01-01 00:00:09.700000 EST,+5.16987882846e-26-90d
2000-01-01 00:00:09.710000 EST,+2.03571631484e-10-61.7162786466d
2000-01-01 00:00:09.720000 EST,+1.30349310629e-09+157.460776212d
2000-01-01 00:00:09.730000 EST,+7.34014627152e-10+153.021767258d
2000-01-01 00:00:09.740000 EST,+2.03590696289e-09-150.125456604d
2000-01-01 00:00:09.750000 EST,+2.87933836296e-09-141.442020858d
2000-01-01 00:00:09.760000 EST,+8.39481797963e-10+16.9542890096d
2000-01-01 00:00:09.770000 EST,+2.03605937505e-10-58.438078296d
2000-01-01 00:00:09.780000 EST,+1.62887079427e-09-147.858357313d
2000-01-01 00:00:09.790000 EST,+4.07228755446e-10-147.270925187d
2000-01-01 00:00:09.800000 EST,+2.03621010152e-10+123.323321501d
2000-01-01 00:00:09.810000 EST,+1.92100899725e-09-178.081937102d
2000-01-01 00:00:09.820000 EST,+1.36599336545e-09-118.906246794d
2000-01-01 00:00:09.830000 EST,+1.22179884644e-09+125.138553505d
2000-01-01 00:00:09.840000 EST,+1.73987067886e-09-123.691424211d
2000-01-01 00:00:09.850000 EST,+2.07673485401e-09+47.6800282426d
2000-01-01 00:00:09.860000 EST,+2.19332364643e-09-121.207954137d
2000-01-01 00:00:09.870000 EST,+2.04664573925e-09-136.675856556d
2000-01-01 00:00:09.880000 EST,+4.55379823431e-10-168.326730867d
2000-01-01 00:00:09.890000 EST,+9.10772502725e-10+12.2994619797d
2000-01-01 00:00:09.900000 EST,+1.82157186413e-09+12.9266750113d
2000-01-01 00:00:09.910000 EST,+4.07322306434e-10-49.8804566822d
2000-01-01 00:00:09.920000 EST,+2.57617324568e-09+22.3125886206d
2000-01-01 00:00:09.930000 EST,+2.19356453075e-09+153.176708953d
2000-01-01 00:00:09.940000 EST,+8.14680176664e-10+132.002462672d
2000-01-01 00:00:09.950000 EST,+1.22203556742e-09+42.6286990246d
2000-01-01 00:00:09.960000 EST,+5.76080327165e-10-91.7463006959d
2000-01-01 00:00:09.970000 EST,+1.2220664318e-09+43.8771593819d
2000-01-01 00:00:09.980000 EST,+0+0d
2000-01-01 00:00:09.990000 EST,+4.07365328451e-10+135.118283461d
2000-01-01 00:00:10.000000 EST,+1.28821655746e-09-152.699539951d
2000-01-01 00:00:10.010000 EST,+1.28823031716e-09+27.9149724071d
2000-01-01 00:00:10.020000 EST,+4.07378481286e-10+46.9615983509d
2000-01-01 00:00:10.030000 EST,+2.30450461029e-09-177.429772791d
2000-01-01 00:00:10.040000 EST,+1.22216045994e-09+48.1756046352d
2000-01-01 00:00:10.050000 EST,+1.15227508776e-09-176.222459254d
2000-01-01 00:00:10.060000 EST,+1.82192380452e-09-67.1891904413d
2000-01-01 00:00:10.070000 EST,+4.073982135e-10+139.970403452d
2000-01-01 00:00:10.080000 EST,+2.60864431502e-09-168.098789728d
2000-01-01 00:00:10.090000 EST,+1.15231619194e-09-83.8524354046d
2000-01-01 00:00:10.100000 EST,+1.72848870718e-09+6.72990945132d
2000-01-01 00:00:10.110000 EST,+2.07740162705e-09+63.6178634717d
2000-01-01 00:00:10.120000 EST,+2.47820961531e-09-27.6561602682d
2000-01-01 00:00:10.130000 EST,+1.28836957105e-09-144.984381947d
2000-01-01 00:00:10.140000 EST,+1.28837905868e-09+162.449934051d
2000-01-01 00:00:10.150000 EST,+5.76184762392e-10-80.4253136883d
2000-01-01 00:00:10.160000 EST,+1.46899890031e-09+88.8196588375d
2000-01-01 00:00:10.170000 EST,+8.14859475988e-10+55.6796289994d
2000-01-01 00:00:10.180000 EST,+1.28841438733e-09-52.2102132224d
2000-01-01 00:00:10.190000 EST,+1.72860027841e-09+101.764854282d
2000-01-01 00:00:10.200000 EST,+1.6799078979e-09+71.3361780183d
2000-01-01 00:00:10.210000 EST,+1.28843828921e-09-103.735119339d
2000-01-01 00:00:10.220000 EST,+1.1524209707e-09-166.645192686d
2000-01-01 00:00:10.230000 EST,+4.0744465167e-10-121.125472221d
2000-01-01 00:00:10.240000 EST,+3.3598931692e-09-134.647178027d
2000-01-01 00:00:10.250000 EST,+1.67995557383e-09+73.9346410627d
2000-01-01 00:00:10.260000 EST,+1.15244601231e-09+15.4025062611d
2000-01-01 00:00:10.270000 EST,+1.22235976874e-09-119.098622078d
2000-01-01 00:00:10.280000 EST,+2.96631906188e-09+135.449607432d
2000-01-01 00:00:10.290000 EST,+4.07457205173e-10+151.883377356d
2000-01-01 00:00:10.300000 EST,+1.46911466398e-09+96.0565662899d
2000-01-01 00:00:10.310000 EST,+1.22238280348e-09-117.155629996d
2000-01-01 00:00:10.320000 EST,+1.72871792238e-09-161.683003029d
2000-01-01 00:00:10.330000 EST,+4.07464459672e-10+63.7843888058d
2000-01-01 00:00:10.340000 EST,+9.11122007491e-10-179.188391086d
2000-01-01 00:00:10.350000 EST,+1.15249295212e-09+19.703518924d
2000-01-01 00:00:10.360000 EST,+1.22240816108e-09+65.1552902915d
2000-01-01 00:00:10.370000 EST,+1.28853624739e-09-132.833056461d
2000-01-01 00:00:10.380000 EST,+9.111360926e-10+92.6083992672d
2000-01-01 00:00:10.390000 EST,+3.48145865778e-09-134.076362507d
2000-01-01 00:00:10.400000 EST,+5.76257154692e-10-68.0890763832d
2000-01-01 00:00:10.410000 EST,+9.11145664798e-10+3.90215138658d
2000-01-01 00:00:10.420000 EST,+9.11148680347e-10+41.1931926119d
2000-01-01 00:00:10.430000 EST,+5.76262877933e-10+23.1743874198d
2000-01-01 00:00:10.440000 EST,+1.82230892812e-09-174.849383017d
2000-01-01 00:00:10.450000 EST,+2.07775817967e-09+147.681882707d
2000-01-01 00:00:10.460000 EST,+8.14966219474e-10+159.393173201d
2000-01-01 00:00:10.470000 EST,+5.76269798407e-10+114.789678843d
2000-01-01 00:00:10.480000 EST,+1.68010543756e-09+146.145128837d
2000-01-01 00:00:10.490000 EST,+1.28858555446e-09-127.86665391d
2000-01-01 00:00:10.500000 EST,+1.68011445498e-09+146.914245555d
2000-01-01 00:00:10.510000 EST,+1.64263929537e-09-11.5469857109d
2000-01-01 00:00:10.520000 EST,+9.11174619615e-10-81.7340829862d
2000-01-01 00:00:10.530000 EST,+1.62996267762e-09-17.9308623287d
2000-01-01 00:00:10.540000 EST,+1.0187290844e-09+125.562961469d
2000-01-01 00:00:10.550000 EST,+1.8784479399e-09-66.6066288763d
2000-01-01 00:00:10.560000 EST,+1.28860753995e-09-178.418214531d
2000-01-01 00:00:10.570000 EST,+4.55592556543e-10+10.0622381841d
2000-01-01 00:00:10.580000 EST,+4.55593520912e-10-42.7218757813d
2000-01-01 00:00:10.590000 EST,+1.30462398758e-09+112.844658288d
2000-01-01 00:00:10.600000 EST,+1.01874221934e-09+127.652361826d
2000-01-01 00:00:10.610000 EST,+8.14995362114e-10-15.1445474636d
2000-01-01 00:00:10.620000 EST,+1.72886951475e-09+120.184478282d
2000-01-01 00:00:10.630000 EST,+8.40081127797e-10+151.473142471d
2000-01-01 00:00:10.640000 EST,+9.1119754977e-10-40.7348263065d
2000-01-01 00:00:10.650000 EST,+2.27799784084e-09+139.581993351d
2000-01-01 00:00:10.660000 EST,+9.11200679218e-10-40.1051567677d
2000-01-01 00:00:10.670000 EST,+1.28863448046e-09-174.796227153d
2000-01-01 00:00:10.680000 EST,+1.23937094186e-09+176.53620506d
2000-01-01 00:00:10.690000 EST,+9.11205057481e-10+140.810069131d
2000-01-01 00:00:10.700000 EST,+1.30464907194e-09-140.98722254d
2000-01-01 00:00:10.710000 EST,+8.4009206267e-10+2.00257173215d
2000-01-01 00:00:10.720000 EST,+1.15259845131e-09+123.256396995d
2000-01-01 00:00:10.730000 EST,+8.15011315562e-10+168.542840759d
2000-01-01 00:00:10.740000 EST,+1.59136262006e-09-151.368720706d
2000-01-01 00:00:10.750000 EST,+1.22252023748e-09-10.8949522693d
2000-01-01 00:00:10.760000 EST,+8.40097753312e-10-176.582849034d
2000-01-01 00:00:10.770000 EST,+5.76303021466e-10-55.346664623d
2000-01-01 00:00:10.780000 EST,+1.82243237532e-09-73.5125698827d
2000-01-01 00:00:10.790000 EST,+4.07508746955e-10+170.188085445d
2000-01-01 00:00:10.800000 EST,+3.71817265778e-09-19.0118203983d
2000-01-01 00:00:10.810000 EST,+1.72891709017e-09-54.2903253955d
2000-01-01 00:00:10.820000 EST,+1.46929858094e-09+137.275582152d
2000-01-01 00:00:10.830000 EST,+3.28545495887e-09+164.093457258d
2000-01-01 00:00:10.840000 EST,+1.01877737565e-09-151.661910911d
2000-01-01 00:00:10.850000 EST,+2.04771921596e-09+177.425441317d
2000-01-01 00:00:10.860000 EST,+9.11223970723e-10-124.606562772d
2000-01-01 00:00:10.870000 EST,+7.34652940847e-10+48.5090887734d
2000-01-01 00:00:10.880000 EST,+1.01878125508e-09-150.693206748d
2000-01-01 00:00:10.890000 EST,+8.40109289671e-10+158.635506152d
2000-01-01 00:00:10.900000 EST,+2.47880611216e-09-177.633916619d
2000-01-01 00:00:10.910000 EST,+0+0d
2000-01-01 00:00:10.920000 EST,+2.44508332539e-09-6.64057407727d
2000-01-01 00:00:10.930000 EST,+3.2664748825e-09+177.159496843d
2000-01-01 00:00:10.940000 EST,+2.73369052671e-09-159.630725587d
2000-01-01 00:00:10.950000 EST,+1.64274478821e-09+113.767530004d
2000-01-01 00:00:10.960000 EST,+1.63006049392e-09+174.238478873d
2000-01-01 00:00:10.970000 EST,+1.22254623288e-09+84.4517532382d
2000-01-01 00:00:10.980000 EST,+9.11232785324e-10-31.9025403592d
2000-01-01 00:00:10.990000 EST,+8.40115676955e-10-171.092966397d
2000-01-01 00:00:11.000000 EST,+1.0187905632e-09-148.053473136d
2000-01-01 00:00:11.010000 EST,+6.11274722146e-10+85.2800656001d
2000-01-01 00:00:11.020000 EST,+1.22255019081e-09+85.4811363165d
2000-01-01 00:00:11.030000 EST,+3.05637728983e-09+138.809980261d
2000-01-01 00:00:11.040000 EST,+6.11275810125e-10+85.876326415d
2000-01-01 00:00:11.050000 EST,+1.63325036599e-09+179.646851763d
2000-01-01 00:00:11.060000 EST,+8.40119170478e-10+162.226242412d
2000-01-01 00:00:11.070000 EST,+1.32443308175e-09-93.5477335498d
2000-01-01 00:00:11.080000 EST,+7.13156640287e-10-93.3601068358d
2000-01-01 00:00:11.090000 EST,+4.09550805709e-09+2.53599273614d
2000-01-01 00:00:11.100000 EST,+1.74091970911e-09-162.435135939d
2000-01-01 00:00:11.110000 EST,+4.91668363324e-09-8.75667956061d
2000-01-01 00:00:11.120000 EST,+1.70781521241e-09-165.27644969d
2000-01-01 00:00:11.130000 EST,+2.03759518378e-09+140.676979373d
2000-01-01 00:00:11.140000 EST,+2.44511526971e-09-2.27773131185d
2000-01-01 00:00:11.150000 EST,+8.15038762659e-10-92.104268633d
2000-01-01 00:00:11.160000 EST,+2.47884462494e-09-172.470382524d
2000-01-01 00:00:11.170000 EST,+1.64276445302e-09-174.637993513d
2000-01-01 00:00:11.180000 EST,+2.453594474e-09-176.83151305d
2000-01-01 00:00:11.190000 EST,+9.11242447624e-10+25.1359406304d
2000-01-01 00:00:11.200000 EST,+2.54700098332e-09-165.004644206d
2000-01-01 00:00:11.210000 EST,+1.68024923699e-09-15.1385853968d
2000-01-01 00:00:11.220000 EST,+2.03760218114e-10+89.0584378761d
2000-01-01 00:00:11.230000 EST,+2.46415190117e-09+172.092501175d
2000-01-01 00:00:11.240000 EST,+4.99524636431e-09-12.3933653339d
2000-01-01 00:00:11.250000 EST,+1.64276895942e-09+6.65569859956d
2000-01-01 00:00:11.260000 EST,+9.61136226823e-10-148.30979759d
2000-01-01 00:00:11.270000 EST,+2.57738950585e-09-18.5975890759d
2000-01-01 00:00:11.280000 EST,+3.27446498862e-09+5.34415380583d
2000-01-01 00:00:11.290000 EST,+9.61137033959e-10+148.132367502d
2000-01-01 00:00:11.300000 EST,+9.61137286531e-10-31.7197335685d
2000-01-01 00:00:11.310000 EST,+8.40127090891e-10+166.395805728d
2000-01-01 00:00:11.320000 EST,+4.07521598699e-10-89.4230273745d
2000-01-01 00:00:11.330000 EST,+3.05641272028e-10-89.2795572228d
2000-01-01 00:00:11.340000 EST,+2.44513074183e-09+0.862482110218d
2000-01-01 00:00:11.350000 EST,+8.70467120618e-10-158.440842081d
2000-01-01 00:00:11.360000 EST,+1.01880492483e-09-141.987746115d
2000-01-01 00:00:11.370000 EST,+2.03761027725e-10+91.2802340482d
2000-01-01 00:00:11.380000 EST,+2.03761069105e-10-88.583232923d
2000-01-01 00:00:11.390000 EST,+3.27447335674e-09+6.90780095252d
2000-01-01 00:00:11.400000 EST,+1.08300535644e-09+140.499955606d
2000-01-01 00:00:11.410000 EST,+3.05641778e-10+91.8185015342d
2000-01-01 00:00:11.420000 EST,+1.77926837494e-09-154.420764551d
2000-01-01 00:00:11.430000 EST,+2.47886267325e-09-7.38235370751d
2000-01-01 00:00:11.440000 EST,+1.74093722853e-09-18.3471925002d
2000-01-01 00:00:11.450000 EST,+0+0d
2000-01-01 00:00:11.460000 EST,+4.0752270946e-10+92.4630151531d
2000-01-01 00:00:11.470000 EST,+3.05642077878e-10-87.4116706069d
2000-01-01 00:00:11.480000 EST,+2.45361234687e-09+177.94884744d
2000-01-01 00:00:11.490000 EST,+2.44725891265e-09+0.449567552277d
2000-01-01 00:00:11.500000 EST,+8.89635274918e-10-153.413208612d
2000-01-01 00:00:11.510000 EST,+2.45361333903e-09-172.15814635d
2000-01-01 00:00:11.520000 EST,+1.18921516068e-09-130.066372618d
2000-01-01 00:00:11.530000 EST,+514.235268677+13.4954826588d
2000-01-01 00:00:11.540000 EST,+514.235039819+13.4954746664d
2000-01-01 00:00:11.550000 EST,+514.234636817+13.4954798847d
2000-01-01 00:00:11.560000 EST,+514.234303681+13.4954832553d
2000-01-01 00:00:11.570000 EST,+514.234275405+13.4954846384d
2000-01-01 00:00:11.580000 EST,+514.234519621+13.4954675471d
2000-01-01 00:00:11.590000 EST,+514.234723498+13.4954659602d
2000-01-01 00:00:11.600000 EST,+514.234725751+13.4954659058d
2000-01-01 00:00:11.610000 EST,+514.234583212+13.4954669344d
2000-01-01 00:00:11.620000 EST,+514.234467366+13.4954677702d
2000-01-01 00:00:11.630000 EST,+514.234475643+13.4954677017d
2000-01-01 00:00:11.640000 EST,+514.234566999+13.4954670386d
2000-01-01 00:00:11.650000 EST,+514.234638215+13.4954665388d
2000-01-01 00:00:11.660000 EST,+514.234633819+13.4954666035d
2000-01-01 00:00:11.670000 EST,+514.234582789+13.4954670183d
2000-01-01 00:00:11.680000 EST,+514.234547864+13.4954673215d
2000-01-01 00:00:11.690000 EST,+514.234559193+13.4954672887d
2000-01-01 00:00:11.700000 EST,+514.234596879+13.4954670581d
2000-01-01 00:00:11.710000 EST,+514.234623158+13.4954669009d
2000-01-01 00:00:11.720000 EST,+514.234621346+13.4954669393d
2000-01-01 00:00:11.730000 EST,+514.234604722+13.4954670796d
2000-01-01 00:00:11.740000 EST,+514.234595851+13.4954671584d
2000-01-01 00:00:11.750000 EST,+514.234603635+13.4954671097d
2000-01-01 00:00:11.760000 EST,+514.234619329+13.4954669938d
2000-01-01 00:00:11.770000 EST,+514.234629479+13.4954669075d
2000-01-01 00:00:11.780000 EST,+514.234629305+13.4954668883d
2000-01-01 00:00:11.790000 EST,+514.234624447+13.4954668975d
2000-01-01 00:00:11.800000 EST,+514.234622872+13.4954668785d
2000-01-01 00:00:11.810000 EST,+514.234627073+13.4954668141d
2000-01-01 00:00:11.820000 EST,+514.234633436+13.4954667299d
2000-01-01 00:00:11.830000 EST,+514.23463728+13.4954666613d
2000-01-01 00:00:11.840000 EST,+1.59078618625e-09+143.978281149d
2000-01-01 00:00:11.850000 EST,+1.43393079929e-09+86.2029562296d
2000-01-01 00:00:11.860000 EST,+3.97697263342e-10+141.044579728d
2000-01-01 00:00:11.870000 EST,+2.31886989667e-09-161.38973512d
2000-01-01 00:00:11.880000 EST,+3.97665239786e-10+138.102577334d
2000-01-01 00:00:11.890000 EST,+3.97652486672e-10-133.368359124d
2000-01-01 00:00:11.900000 EST,+1.63953682925e-09-120.801644561d
2000-01-01 00:00:11.910000 EST,+2.14136463569e-09+65.4958490748d
