# file...... swing_node_freq.csv
# date...... Thu Nov 10 12:44:04 2016
# user...... jingkungao
# host...... (null)
# target.... node 52
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_frequency
2000-01-01 00:00:05.260000 EST,+60.1293547926
2000-01-01 00:00:05.270000 EST,+60.1277545375
2000-01-01 00:00:05.280000 EST,+60.1261675029
2000-01-01 00:00:05.290000 EST,+60.1245953767
2000-01-01 00:00:05.300000 EST,+60.1230397005
2000-01-01 00:00:05.310000 EST,+60.1215018677
2000-01-01 00:00:05.320000 EST,+60.1199831223
2000-01-01 00:00:05.330000 EST,+60.1184845599
2000-01-01 00:00:05.340000 EST,+60.1170071295
2000-01-01 00:00:05.350000 EST,+60.1155516366
2000-01-01 00:00:05.360000 EST,+60.114118748
2000-01-01 00:00:05.370000 EST,+60.1127089964
2000-01-01 00:00:05.380000 EST,+60.1113227866
2000-01-01 00:00:05.390000 EST,+60.1099604024
2000-01-01 00:00:05.400000 EST,+60.1086220132
2000-01-01 00:00:05.410000 EST,+60.1073076824
2000-01-01 00:00:05.420000 EST,+60.1060173748
2000-01-01 00:00:05.430000 EST,+60.1047509649
2000-01-01 00:00:05.440000 EST,+60.1035082455
2000-01-01 00:00:05.450000 EST,+60.1022889355
2000-01-01 00:00:05.460000 EST,+60.1010926885
2000-01-01 00:00:05.470000 EST,+60.0999191009
2000-01-01 00:00:05.480000 EST,+60.0987677197
2000-01-01 00:00:05.490000 EST,+60.0976380503
2000-01-01 00:00:05.500000 EST,+60.0965295638
2000-01-01 00:00:05.510000 EST,+60.0954417043
2000-01-01 00:00:05.520000 EST,+60.0943738949
2000-01-01 00:00:05.530000 EST,+60.0933255447
2000-01-01 00:00:05.540000 EST,+60.0922960541
2000-01-01 00:00:05.550000 EST,+60.0912848202
2000-01-01 00:00:05.560000 EST,+60.0902912417
2000-01-01 00:00:05.570000 EST,+60.0893147235
2000-01-01 00:00:05.580000 EST,+60.0883546802
2000-01-01 00:00:05.590000 EST,+60.08741054
2000-01-01 00:00:05.600000 EST,+60.0864817474
2000-01-01 00:00:05.610000 EST,+60.0855677662
2000-01-01 00:00:05.620000 EST,+60.0846680809
2000-01-01 00:00:05.630000 EST,+60.0837821992
2000-01-01 00:00:05.640000 EST,+60.0829096528
2000-01-01 00:00:05.650000 EST,+60.0820499987
2000-01-01 00:00:05.660000 EST,+60.0812028199
2000-01-01 00:00:05.670000 EST,+60.0803677251
2000-01-01 00:00:05.680000 EST,+60.0795443496
2000-01-01 00:00:05.690000 EST,+60.0787323546
2000-01-01 00:00:05.700000 EST,+60.0779314265
2000-01-01 00:00:05.710000 EST,+60.0771412769
2000-01-01 00:00:05.720000 EST,+60.076361641
2000-01-01 00:00:05.730000 EST,+60.0755922774
2000-01-01 00:00:05.740000 EST,+60.074832966
2000-01-01 00:00:05.750000 EST,+60.0740835077
2000-01-01 00:00:05.760000 EST,+60.0733437224
2000-01-01 00:00:05.770000 EST,+60.0726134478
2000-01-01 00:00:05.780000 EST,+60.0718925381
2000-01-01 00:00:05.790000 EST,+60.0711808623
2000-01-01 00:00:05.800000 EST,+60.0704783031
2000-01-01 00:00:05.810000 EST,+60.0697847603
2000-01-01 00:00:05.820000 EST,+60.0691001295
2000-01-01 00:00:05.830000 EST,+60.0684243298
2000-01-01 00:00:05.840000 EST,+60.0677572826
2000-01-01 00:00:05.850000 EST,+60.0670989159
2000-01-01 00:00:05.860000 EST,+60.0664491637
2000-01-01 00:00:05.870000 EST,+60.0658079642
2000-01-01 00:00:05.880000 EST,+60.0651752582
2000-01-01 00:00:05.890000 EST,+60.0645509886
2000-01-01 00:00:05.900000 EST,+60.0639350992
2000-01-01 00:00:05.910000 EST,+60.0633275344
2000-01-01 00:00:05.920000 EST,+60.0627282379
2000-01-01 00:00:05.930000 EST,+60.0621371525
2000-01-01 00:00:05.940000 EST,+60.0615542192
2000-01-01 00:00:05.950000 EST,+60.0609793768
2000-01-01 00:00:05.960000 EST,+60.0604125614
2000-01-01 00:00:05.970000 EST,+60.0598537061
2000-01-01 00:00:05.980000 EST,+60.0593027412
2000-01-01 00:00:05.990000 EST,+60.0587595933
2000-01-01 00:00:06.000000 EST,+60.0582241856
2000-01-01 00:00:06.010000 EST,+60.0576964379
2000-01-01 00:00:06.020000 EST,+60.0571762662
2000-01-01 00:00:06.030000 EST,+60.0566635831
